
Data Report
2019-08-14 15:35:08
Station, 1, Y16697

Time,ConcRT(ug/m3),ConcHR(ug/m3),Flow(lpm),WS(m/s),WD(Deg),AT(C),RH(%),BP(mmHg),FT(C),FRH(%),Status
2019-08-06 15:45:00,+00011.0,+00007.8,+16.65,00.0,000,+023.7,078,680.2,+031.4,037,00000
2019-08-06 16:00:00,+00012.6,+00007.7,+16.65,00.0,000,+023.9,077,680.3,+031.7,036,00000
2019-08-06 16:15:00,-00002.8,+00007.7,+16.43,00.0,000,+023.9,075,680.3,+031.9,034,00000
2019-08-06 16:30:00,+00005.8,+00007.7,+16.65,00.0,000,+023.9,075,680.1,+032.0,034,00000
2019-08-06 16:45:00,+00012.6,+00007.7,+16.65,00.0,000,+023.8,075,680.0,+032.0,034,00000
2019-08-06 17:00:00,+00018.4,+00011.9,+16.65,00.0,000,+023.9,075,680.0,+032.0,034,00000
2019-08-06 17:15:00,-00004.2,+00011.9,+16.43,00.0,000,+024.0,073,680.3,+031.9,034,00000
2019-08-06 17:30:00,+00023.9,+00011.9,+16.65,00.0,000,+023.8,074,680.5,+031.8,034,00000
2019-08-06 17:45:00,+00017.8,+00011.9,+16.65,00.0,000,+023.7,075,680.7,+031.6,034,00000
2019-08-06 18:00:00,+00022.6,+00021.3,+16.65,00.0,000,+023.4,076,680.7,+031.6,034,00000
2019-08-06 18:15:00,+00027.4,+00021.3,+16.44,00.0,000,+022.9,077,680.7,+031.3,035,00000
2019-08-06 18:30:00,+00021.1,+00021.3,+16.64,00.0,000,+022.8,078,680.8,+031.0,036,00000
2019-08-06 18:45:00,+00008.8,+00021.3,+16.65,00.0,000,+022.8,079,680.9,+030.8,036,00000
2019-08-06 19:00:00,+00028.1,+00018.8,+16.65,00.0,000,+022.8,079,681.0,+030.7,037,00000
2019-08-06 19:15:00,+00017.1,+00018.8,+16.43,00.0,000,+022.8,079,681.2,+030.4,037,00000
2019-08-06 19:30:00,+00025.6,+00018.8,+16.65,00.0,000,+022.8,078,681.2,+030.4,037,00000
2019-08-06 19:45:00,+00016.0,+00018.8,+16.65,00.0,000,+022.6,080,681.2,+030.3,037,00000
2019-08-06 20:00:00,+00020.8,+00019.0,+16.64,00.0,000,+022.3,081,681.4,+030.2,038,00000
2019-08-06 20:15:00,+00000.8,+00019.0,+16.43,00.0,000,+022.2,083,681.6,+030.1,039,00000
2019-08-06 20:30:00,+00007.1,+00019.0,+16.65,00.0,000,+022.1,084,681.7,+030.0,040,00000
2019-08-06 20:45:00,+00013.9,+00019.0,+16.65,00.0,000,+021.8,087,681.8,+029.9,040,00000
2019-08-06 21:00:00,+00021.5,+00015.6,+16.65,00.0,000,+021.8,087,681.9,+029.8,041,00000
2019-08-06 21:15:00,+00020.4,+00015.6,+16.42,00.0,000,+021.7,087,682.0,+029.7,041,00000
2019-08-06 21:30:00,+00002.9,+00015.6,+16.65,00.0,000,+021.7,087,682.0,+029.6,041,00000
2019-08-06 21:45:00,+00004.4,+00015.6,+16.65,00.0,000,+021.6,088,682.0,+029.5,041,00000
2019-08-06 22:00:00,+00027.1,+00012.7,+16.67,00.0,000,+021.3,089,681.9,+029.2,042,00000
2019-08-06 22:15:00,+00018.0,+00012.7,+16.44,00.0,000,+021.3,089,681.8,+028.9,044,00000
2019-08-06 22:30:00,+00018.5,+00012.7,+16.64,00.0,000,+021.4,089,681.6,+028.9,044,00000
2019-08-06 22:45:00,+00004.5,+00012.7,+16.65,00.0,000,+021.4,089,681.5,+028.9,043,00000
2019-08-06 23:00:00,+00015.7,+00012.4,+16.65,00.0,000,+021.4,089,681.4,+028.9,043,00000
2019-08-06 23:15:00,+00015.8,+00012.4,+16.42,00.0,000,+021.4,089,681.5,+028.9,043,00000
2019-08-06 23:30:00,+00011.1,+00012.4,+16.65,00.0,000,+021.4,088,681.5,+029.0,043,00000
2019-08-06 23:45:00,+00011.4,+00012.4,+16.64,00.0,000,+021.5,088,681.5,+029.0,042,00000
2019-08-07 00:00:00,+00011.6,+00010.5,+16.65,00.0,000,+021.5,088,681.4,+029.0,042,00000
2019-08-07 00:15:00,-00012.2,+00010.5,+16.42,00.0,000,+021.4,088,681.3,+029.1,042,00000
2019-08-07 00:30:00,+00001.9,+00010.5,+16.65,00.0,000,+021.4,088,681.3,+029.1,042,00000
2019-08-07 00:45:00,+00015.8,+00010.5,+16.65,00.0,000,+021.4,088,681.3,+029.1,042,00000
2019-08-07 01:00:00,+00011.2,+00010.6,+16.65,00.0,000,+021.4,088,681.2,+029.1,042,00000
2019-08-07 01:15:00,+00003.0,+00010.6,+16.44,00.0,000,+021.4,089,681.1,+029.0,043,00000
2019-08-07 01:30:00,+00012.1,+00010.6,+16.65,00.0,000,+021.2,090,680.9,+028.8,044,00000
2019-08-07 01:45:00,+00018.1,+00010.6,+16.64,00.0,000,+020.9,091,680.8,+028.5,045,00000
2019-08-07 02:00:00,-00005.2,+00008.4,+16.65,00.0,000,+021.0,090,680.6,+028.3,045,00000
2019-08-07 02:15:00,+00003.4,+00008.4,+16.43,00.0,000,+020.9,090,680.3,+028.1,045,00000
2019-08-07 02:30:00,+00013.8,+00008.4,+16.65,00.0,000,+020.8,091,680.0,+028.1,045,00000
2019-08-07 02:45:00,-00004.2,+00008.4,+16.65,00.0,000,+020.7,091,679.8,+028.2,044,00000
2019-08-07 03:00:00,+00013.3,+00007.4,+16.64,00.0,000,+020.8,091,679.6,+028.2,044,00000
2019-08-07 03:15:00,+00020.9,+00007.4,+16.42,00.0,000,+020.8,091,679.7,+028.3,044,00000
2019-08-07 03:30:00,+00004.5,+00007.4,+16.64,00.0,000,+020.9,090,679.7,+028.3,044,00000
2019-08-07 03:45:00,+00006.1,+00007.4,+16.65,00.0,000,+020.9,090,679.7,+028.3,044,00000
2019-08-07 04:00:00,+00005.7,+00005.5,+16.64,00.0,000,+021.0,090,679.5,+028.4,043,00000
2019-08-07 04:15:00,+00004.3,+00005.5,+16.45,00.0,000,+021.1,089,679.5,+028.5,043,00000
2019-08-07 04:30:00,+00007.5,+00005.5,+16.65,00.0,000,+021.1,089,679.5,+028.5,043,00000
2019-08-07 04:45:00,+00006.8,+00005.5,+16.65,00.0,000,+021.2,089,679.6,+028.5,043,00000
2019-08-07 05:00:00,+00001.8,+00005.5,+16.66,00.0,000,+021.3,088,679.7,+028.6,043,00000
2019-08-07 05:15:00,-00003.4,+00005.5,+16.42,00.0,000,+021.3,088,679.7,+028.6,043,00000
2019-08-07 05:30:00,+00005.3,+00005.5,+16.65,00.0,000,+021.3,088,679.8,+028.8,042,00000
2019-08-07 05:45:00,+00020.7,+00005.5,+16.65,00.0,000,+021.2,088,680.0,+028.8,042,00000
2019-08-07 06:00:00,+00001.1,+00011.4,+16.65,00.0,000,+021.1,089,680.0,+028.9,042,00000
2019-08-07 06:15:00,+00022.4,+00011.4,+16.42,00.0,000,+020.9,090,680.2,+028.9,043,00000
2019-08-07 06:30:00,+00027.2,+00011.4,+16.65,00.0,000,+020.8,091,680.4,+028.9,043,00000
2019-08-07 06:45:00,+00016.3,+00011.4,+16.65,00.0,000,+020.9,091,680.5,+028.9,043,00000
2019-08-07 07:00:00,+00008.5,+00017.5,+16.65,00.0,000,+021.1,090,680.5,+028.9,043,00000
2019-08-07 07:15:00,+00024.2,+00017.5,+16.43,00.0,000,+021.2,090,680.7,+028.9,043,00000
2019-08-07 07:30:00,+00015.3,+00017.5,+16.65,00.0,000,+021.3,089,680.8,+029.1,043,00000
2019-08-07 07:45:00,+00024.3,+00017.5,+16.65,00.0,000,+021.4,089,680.9,+029.2,042,00000
2019-08-07 08:00:00,+00025.0,+00022.0,+16.65,00.0,000,+021.2,091,681.1,+029.1,043,00000
2019-08-07 08:15:00,+00012.4,+00022.0,+16.44,00.0,000,+021.2,091,681.1,+029.0,044,00000
2019-08-07 08:30:00,+00015.1,+00022.0,+16.65,00.0,000,+021.2,092,681.2,+028.9,044,00000
2019-08-07 08:45:00,+00024.6,+00022.0,+16.65,00.0,000,+021.3,092,681.3,+028.9,045,00000
2019-08-07 09:00:00,+00014.8,+00016.9,+16.64,00.0,000,+021.3,092,681.5,+028.9,044,00000
2019-08-07 09:15:00,-00008.2,+00016.9,+16.43,00.0,000,+021.2,093,681.8,+028.8,046,00000
