
Data Report
2019-07-17 11:39:54
Station, 1, Y16697

Time,ConcRT(ug/m3),ConcHR(ug/m3),Flow(lpm),WS(m/s),WD(Deg),AT(C),RH(%),BP(mmHg),FT(C),FRH(%),Status
2019-07-03 12:00:00,+00003.1,-00000.9,+16.60,00.0,000,+027.9,059,681.3,+035.9,027,00000
2019-07-03 13:00:00,-00004.9,-00001.3,+16.60,00.0,000,+028.9,054,680.9,+037.0,025,00000
2019-07-03 14:00:00,-00002.9,-00000.6,+16.59,00.0,000,+030.0,049,680.4,+037.9,022,00000
2019-07-03 15:00:00,+00000.7,-00001.4,+16.60,00.0,000,+030.6,045,680.0,+038.7,021,00000
2019-07-03 16:00:00,+00001.5,+00001.4,+16.62,00.0,000,+030.4,042,679.9,+038.7,019,00000
2019-07-03 17:00:00,+00000.4,+00000.2,+16.61,00.0,000,+030.0,043,680.0,+038.0,020,00000
2019-07-03 18:00:00,+00001.1,-00000.1,+16.60,00.0,000,+029.1,048,680.2,+037.2,022,00000
2019-07-03 19:00:00,+00000.4,+00001.3,+16.62,00.0,000,+027.5,053,680.6,+035.4,025,00000
2019-07-03 20:00:00,+00000.3,-00001.2,+16.62,00.0,000,+026.7,057,681.2,+034.1,027,00000
2019-07-03 21:00:00,+00004.9,+00003.5,+16.62,00.0,000,+026.1,060,681.8,+033.4,029,00000
2019-07-03 22:00:00,+00001.4,+00000.6,+16.62,00.0,000,+025.4,063,682.3,+032.7,030,00000
2019-07-03 23:00:00,+00000.4,-00002.0,+16.62,00.0,000,+024.6,068,682.4,+032.2,033,00000
2019-07-04 00:00:00,-00005.5,-00003.4,+16.62,00.0,000,+024.1,072,682.4,+031.5,034,00000
2019-07-04 01:00:00,-00004.9,-00000.4,+16.60,00.0,000,+023.4,077,681.8,+031.2,037,00000
2019-07-04 02:00:00,-00002.2,-00001.3,+16.61,00.0,000,+022.7,082,681.4,+030.5,039,00000
2019-07-04 03:00:00,-00003.3,-00002.4,+16.62,00.0,000,+022.4,084,681.3,+030.2,040,00000
2019-07-04 04:00:00,-00004.5,-00003.1,+16.60,00.0,000,+022.3,084,681.1,+030.1,040,00000
2019-07-04 05:00:00,-00001.5,+00002.2,+16.61,00.0,000,+021.9,086,681.0,+029.8,040,00000
2019-07-04 06:00:00,+00003.7,+00001.1,+16.62,00.0,000,+021.9,087,680.9,+029.6,041,00000
2019-07-04 07:00:00,-00000.7,-00000.1,+16.58,00.0,000,+022.0,087,681.3,+029.6,041,00000
2019-07-04 08:00:00,+00000.5,-00000.1,+16.59,00.0,000,+022.8,084,681.5,+030.4,039,00000
2019-07-04 09:00:00,+00002.1,+00002.9,+16.60,00.0,000,+023.8,079,681.5,+031.7,036,00000
2019-07-04 10:00:00,-00004.2,-00002.0,+16.59,00.0,000,+025.3,072,681.6,+033.1,033,00000
2019-07-04 11:00:00,+00000.1,-00001.4,+16.60,00.0,000,+026.7,065,681.6,+034.6,029,00000
2019-07-04 12:00:00,+00001.4,+00001.8,+16.60,00.0,000,+028.3,056,681.4,+036.4,026,00000
2019-07-04 13:00:00,+00006.4,+00001.0,+16.60,00.0,000,+028.2,056,681.1,+036.7,025,00000
2019-07-04 14:00:00,-00006.7,-00009.6,+16.62,00.0,000,+026.9,064,681.0,+035.2,029,00000
2019-07-04 15:00:00,-00002.1,-00000.5,+16.58,00.0,000,+030.0,052,680.4,+037.5,024,00000
2019-07-04 16:00:00,-00003.1,-00001.0,+16.60,00.0,000,+030.0,051,680.1,+038.4,023,00000
2019-07-04 16:45:00,+13332.6,-00001.0,+14.98,00.0,000,+028.9,058,679.9,+037.1,026,00768
2019-07-04 17:00:00,+99999.0,+00005.7,+16.66,00.0,000,+028.6,058,679.9,+036.0,029,00768
2019-07-04 17:15:00,+33346.5,+00005.7,+16.40,00.0,000,+028.1,060,679.8,+035.9,029,00256
2019-07-04 17:30:00,+00019.2,+00005.7,+16.65,00.0,000,+028.1,060,680.0,+035.9,029,00256
2019-07-04 17:45:00,+00019.7,+00005.7,+16.65,00.0,000,+027.6,061,680.2,+035.7,029,00256
2019-07-04 18:00:00,+00015.1,+00019.1,+16.65,00.0,000,+027.1,064,680.2,+035.4,030,00000
2019-07-04 18:15:00,+00028.9,+00019.1,+16.40,00.0,000,+026.9,064,680.3,+035.0,030,00000
2019-07-04 18:30:00,+00020.8,+00019.1,+16.66,00.0,000,+026.9,060,680.5,+034.6,028,00000
