
Data Report
2019-07-24 09:19:22
Station, 1, Y16697

Time,ConcRT(ug/m3),ConcHR(ug/m3),Flow(lpm),WS(m/s),WD(Deg),AT(C),RH(%),BP(mmHg),FT(C),FRH(%),Status
2019-07-16 09:30:00,+00017.1,+00026.4,+16.65,00.0,000,+024.7,072,683.4,+033.4,032,00000
2019-07-16 09:45:00,+00011.5,+00026.4,+16.65,00.0,000,+024.8,072,683.4,+033.7,031,00000
2019-07-16 10:00:00,+00014.9,+00014.3,+16.65,00.0,000,+025.6,070,683.3,+034.1,031,00000
2019-07-16 10:15:00,+00002.1,+00014.3,+16.42,00.0,000,+025.4,069,683.2,+034.4,030,00000
2019-07-16 10:30:00,+00002.7,+00014.3,+16.66,00.0,000,+026.9,065,683.1,+035.0,029,00000
2019-07-16 10:45:00,+00015.0,+00014.3,+16.65,00.0,000,+027.1,063,683.1,+035.8,028,00000
2019-07-16 11:00:00,+00019.5,+00014.4,+16.64,00.0,000,+027.6,061,683.1,+036.4,026,00000
2019-07-16 11:15:00,+00036.3,+00014.4,+16.42,00.0,000,+027.0,062,683.0,+036.6,026,00000
2019-07-16 11:30:00,+00007.9,+00014.4,+16.67,00.0,000,+027.9,059,682.8,+036.8,026,00000
2019-07-16 11:45:00,+00013.3,+00014.4,+16.65,00.0,000,+027.7,060,682.7,+037.0,026,00000
2019-07-16 12:00:00,+00023.9,+00014.2,+16.67,00.0,000,+028.9,056,682.5,+037.2,025,00000
2019-07-16 12:15:00,+00010.1,+00014.2,+16.41,00.0,000,+028.7,055,682.4,+037.5,024,00000
2019-07-16 12:30:00,+00012.1,+00014.2,+16.65,00.0,000,+029.4,054,682.3,+037.7,024,00000
2019-07-16 12:45:00,+00016.2,+00014.2,+16.65,00.0,000,+028.8,054,682.1,+038.0,024,00000
2019-07-16 13:00:00,+00032.7,+00018.2,+16.68,00.0,000,+029.3,054,682.0,+038.0,024,00000
2019-07-16 13:15:00,-00007.1,+00018.2,+16.41,00.0,000,+029.6,053,681.8,+038.3,024,00000
2019-07-16 13:30:00,+00021.3,+00018.2,+16.67,00.0,000,+030.2,051,681.7,+038.5,023,00000
2019-07-16 13:45:00,+00023.8,+00018.2,+16.65,00.0,000,+030.2,050,681.6,+038.8,022,00000
2019-07-16 14:00:00,+00007.5,+00018.3,+16.65,00.0,000,+029.7,052,681.4,+038.8,023,00000
2019-07-16 14:15:00,+00017.2,+00018.3,+16.44,00.0,000,+030.0,051,681.4,+038.7,022,00000
2019-07-16 14:30:00,+00002.3,+00018.3,+16.66,00.0,000,+030.6,049,681.2,+038.9,022,00000
2019-07-16 14:45:00,+00031.4,+00018.3,+16.65,00.0,000,+030.4,049,681.1,+039.0,022,00000
2019-07-16 15:00:00,+00015.1,+00018.8,+16.66,00.0,000,+030.7,049,680.9,+039.1,022,00000
2019-07-16 15:15:00,+00016.6,+00018.8,+16.40,00.0,000,+029.9,050,680.7,+038.9,022,00000
2019-07-16 15:30:00,+00030.0,+00018.8,+16.68,00.0,000,+029.7,051,680.6,+038.5,023,00000
2019-07-16 15:45:00,+00014.8,+00018.8,+16.68,00.0,000,+030.2,050,680.5,+038.4,023,00000
2019-07-16 16:00:00,+00022.3,+00020.6,+16.65,00.0,000,+030.1,050,680.5,+038.5,023,00000
2019-07-16 16:15:00,+00011.0,+00020.6,+16.41,00.0,000,+029.6,051,680.5,+038.4,023,00000
2019-07-16 16:30:00,+00021.6,+00020.6,+16.65,00.0,000,+029.7,050,680.4,+038.2,023,00000
