
Data Report
2019-09-17 11:23:01
Station, 1, Y16697

Time,ConcRT(ug/m3),ConcHR(ug/m3),Flow(lpm),WS(m/s),WD(Deg),AT(C),RH(%),BP(mmHg),FT(C),FRH(%),Status
2019-08-18 11:30:00,+00031.4,+00027.9,+16.65,00.0,000,+023.3,086,683.9,+032.1,038,00000
2019-08-18 11:45:00,+00024.1,+00027.9,+16.65,00.0,000,+023.2,086,683.8,+032.2,037,00000
2019-08-18 12:00:00,+00032.3,+00027.9,+16.64,00.0,000,+023.5,085,683.7,+032.4,037,00000
2019-08-18 12:15:00,+00012.2,+00027.9,+16.43,00.0,000,+023.9,083,683.5,+032.7,036,00000
2019-08-18 12:30:00,+00026.4,+00027.9,+16.65,00.0,000,+024.0,083,683.3,+033.0,036,00000
2019-08-18 12:45:00,+00035.4,+00027.9,+16.65,00.0,000,+024.4,082,683.2,+033.3,035,00000
2019-08-18 13:00:00,+00031.8,+00031.0,+16.65,00.0,000,+024.5,081,683.0,+033.6,034,00000
2019-08-18 13:15:00,+00009.5,+00031.0,+16.42,00.0,000,+024.7,080,682.8,+033.8,034,00000
2019-08-18 13:30:00,+00029.0,+00031.0,+16.65,00.0,000,+024.5,081,682.6,+033.9,034,00000
2019-08-18 13:45:00,+00037.9,+00031.0,+16.65,00.0,000,+024.3,082,682.5,+033.8,034,00000
2019-08-18 14:00:00,+00030.0,+00034.3,+16.65,00.0,000,+023.9,084,682.4,+033.6,035,00000
2019-08-18 14:15:00,+00034.7,+00034.3,+16.45,00.0,000,+023.9,084,682.2,+033.2,036,00000
2019-08-18 14:30:00,-00001.8,+00034.3,+16.68,00.0,000,+024.3,081,682.1,+033.4,035,00000
2019-08-18 14:45:00,+00029.7,+00034.3,+16.65,00.0,000,+024.5,081,682.1,+033.6,035,00000
2019-08-18 15:00:00,+00018.4,+00019.3,+16.64,00.0,000,+024.6,082,681.9,+033.7,035,00000
2019-08-18 15:15:00,+00030.5,+00019.3,+16.45,00.0,000,+024.7,080,681.8,+033.7,035,00000
2019-08-18 15:30:00,+00001.8,+00019.3,+16.67,00.0,000,+025.4,078,681.7,+034.0,034,00000
2019-08-18 15:45:00,+00018.1,+00019.3,+16.65,00.0,000,+025.7,076,681.7,+034.2,033,00000
2019-08-18 16:00:00,+00007.7,+00010.8,+16.65,00.0,000,+026.0,075,681.6,+034.5,033,00000
2019-08-18 16:15:00,+00006.4,+00010.8,+16.42,00.0,000,+026.0,074,681.6,+034.8,032,00000
2019-08-18 16:30:00,+00013.2,+00010.8,+16.65,00.0,000,+026.0,074,681.8,+034.9,032,00000
2019-08-18 16:45:00,+00017.8,+00010.8,+16.66,00.0,000,+025.9,074,681.8,+035.0,032,00000
2019-08-18 17:00:00,+00010.6,+00015.0,+16.66,00.0,000,+025.7,074,681.7,+034.9,032,00000
2019-08-18 17:15:00,+00029.0,+00015.0,+16.41,00.0,000,+025.8,074,681.7,+034.7,032,00000
2019-08-18 17:30:00,+00017.4,+00015.0,+16.65,00.0,000,+025.7,075,681.7,+034.7,032,00000
2019-08-18 17:45:00,+00008.8,+00015.0,+16.65,00.0,000,+025.5,076,681.7,+034.5,032,00000
2019-08-18 18:00:00,+00026.8,+00016.8,+16.65,00.0,000,+025.1,077,681.8,+034.3,032,00000
2019-08-18 18:15:00,+00016.5,+00016.8,+16.41,00.0,000,+024.4,080,681.9,+033.9,034,00000
2019-08-18 18:30:00,+00033.7,+00016.8,+16.64,00.0,000,+023.7,084,681.9,+033.4,035,00000
2019-08-18 18:45:00,+00024.0,+00016.8,+16.64,00.0,000,+023.3,081,681.9,+032.8,034,00000
2019-08-18 19:00:00,+00022.7,+00025.1,+16.65,00.0,000,+023.0,080,682.1,+032.4,034,00000
2019-08-18 19:15:00,+00004.9,+00025.1,+16.42,00.0,000,+022.9,082,682.3,+032.0,035,00000
2019-08-18 19:30:00,+00026.1,+00025.1,+16.64,00.0,000,+022.8,083,682.5,+031.8,036,00000
2019-08-18 19:45:00,+00031.1,+00025.1,+16.65,00.0,000,+022.8,083,682.8,+031.6,036,00000
2019-08-18 20:00:00,+00023.2,+00028.3,+16.65,00.0,000,+022.7,084,683.0,+031.5,037,00000
2019-08-18 20:15:00,+00047.2,+00028.3,+16.42,00.0,000,+022.7,085,683.2,+031.5,038,00000
2019-08-18 20:30:00,+00031.1,+00028.3,+16.65,00.0,000,+022.7,086,683.4,+031.4,038,00000
2019-08-18 20:45:00,+00031.7,+00028.3,+16.65,00.0,000,+022.7,086,683.5,+031.4,038,00000
2019-08-18 21:00:00,+00016.1,+00027.6,+16.65,00.0,000,+022.9,086,683.8,+031.4,038,00000
2019-08-18 21:15:00,+00034.2,+00027.6,+16.43,00.0,000,+022.8,086,684.1,+031.4,039,00000
2019-08-18 21:30:00,+00029.5,+00027.6,+16.65,00.0,000,+021.9,089,684.3,+030.8,040,00000
2019-08-18 21:45:00,+00020.6,+00027.6,+16.69,00.0,000,+021.2,093,684.4,+029.9,043,00000
2019-08-18 22:00:00,-00007.2,+00012.1,+16.69,00.0,000,+021.1,094,684.5,+029.3,044,00000
2019-08-18 22:15:00,-00007.5,+00012.1,+16.45,00.0,000,+020.9,094,684.6,+028.8,045,00000
2019-08-18 22:30:00,+00006.9,+00012.1,+16.68,00.0,000,+020.9,095,684.6,+028.6,046,00000
2019-08-18 22:45:00,+00006.0,+00012.1,+16.68,00.0,000,+020.9,095,684.6,+028.5,046,00000
2019-08-18 23:00:00,+00004.5,+00007.0,+16.64,00.0,000,+021.0,095,684.6,+028.6,046,00000
2019-08-18 23:15:00,+00029.1,+00007.0,+16.43,00.0,000,+021.1,095,684.6,+028.7,046,00000
2019-08-18 23:30:00,+00033.1,+00007.0,+16.64,00.0,000,+021.1,095,684.6,+028.7,046,00000
2019-08-18 23:45:00,+00007.1,+00007.0,+16.64,00.0,000,+021.1,095,684.4,+028.8,045,00000
2019-08-19 00:00:00,+00004.0,+00013.2,+16.65,00.0,000,+021.1,094,684.3,+028.8,045,00000
2019-08-19 00:15:00,+00004.2,+00013.2,+16.43,00.0,000,+021.1,094,684.1,+028.8,046,00000
2019-08-19 00:30:00,+00001.1,+00013.2,+16.65,00.0,000,+021.1,094,684.1,+028.9,045,00000
2019-08-19 00:45:00,+00014.1,+00013.2,+16.65,00.0,000,+021.1,094,684.0,+029.0,045,00000
2019-08-19 01:00:00,+00010.8,+00011.2,+16.65,00.0,000,+021.1,094,683.8,+029.1,044,00000
2019-08-19 01:15:00,+00010.4,+00011.2,+16.43,00.0,000,+021.0,094,683.5,+029.1,045,00000
2019-08-19 01:30:00,+00000.6,+00011.2,+16.64,00.0,000,+021.0,094,683.4,+029.0,044,00000
2019-08-19 01:45:00,+00011.8,+00011.2,+16.65,00.0,000,+021.0,094,683.2,+029.0,044,00000
2019-08-19 02:00:00,+00005.2,+00007.4,+16.64,00.0,000,+021.0,094,683.2,+029.1,044,00000
2019-08-19 02:15:00,+00002.7,+00007.4,+16.44,00.0,000,+021.0,094,683.2,+029.0,044,00000
