
Data Report
2019-07-10 17:00:46
Station, 1, Y16697

Time,ConcRT(ug/m3),ConcHR(ug/m3),Flow(lpm),WS(m/s),WD(Deg),AT(C),RH(%),BP(mmHg),FT(C),FRH(%),Status
2019-07-04 17:15:00,+33346.5,+00005.7,+16.40,00.0,000,+028.1,060,679.8,+035.9,029,00256
2019-07-04 17:30:00,+00019.2,+00005.7,+16.65,00.0,000,+028.1,060,680.0,+035.9,029,00256
2019-07-04 17:45:00,+00019.7,+00005.7,+16.65,00.0,000,+027.6,061,680.2,+035.7,029,00256
2019-07-04 18:00:00,+00015.1,+00019.1,+16.65,00.0,000,+027.1,064,680.2,+035.4,030,00000
2019-07-04 18:15:00,+00028.9,+00019.1,+16.40,00.0,000,+026.9,064,680.3,+035.0,030,00000
2019-07-04 18:30:00,+00020.8,+00019.1,+16.66,00.0,000,+026.9,060,680.5,+034.6,028,00000
2019-07-04 18:45:00,+00014.6,+00019.1,+16.65,00.0,000,+026.8,059,680.6,+034.2,028,00000
2019-07-04 19:00:00,+00031.8,+00021.5,+16.65,00.0,000,+026.6,059,680.6,+034.0,028,00000
2019-07-04 19:15:00,+00003.0,+00021.5,+16.42,00.0,000,+026.5,060,680.9,+033.8,030,00000
2019-07-04 19:30:00,+00023.7,+00021.5,+16.65,00.0,000,+026.3,062,680.9,+033.6,031,00000
2019-07-04 19:45:00,+00020.1,+00021.5,+16.65,00.0,000,+026.2,063,681.1,+033.4,031,00000
2019-07-04 20:00:00,+00028.0,+00024.0,+16.65,00.0,000,+026.0,063,681.2,+033.3,031,00000
2019-07-04 20:15:00,+00014.2,+00024.0,+16.41,00.0,000,+025.9,063,681.2,+033.2,031,00000
2019-07-04 20:30:00,+00030.4,+00024.0,+16.66,00.0,000,+025.7,064,681.3,+033.0,032,00000
2019-07-04 20:45:00,+00033.8,+00024.0,+16.65,00.0,000,+025.6,065,681.5,+032.9,032,00000
2019-07-04 21:00:00,+00016.6,+00027.1,+16.65,00.0,000,+025.2,066,681.7,+032.7,032,00000
2019-07-04 21:15:00,+00015.8,+00027.1,+16.42,00.0,000,+024.9,068,681.7,+032.4,033,00000
2019-07-04 21:30:00,+00025.2,+00027.1,+16.64,00.0,000,+024.7,070,681.8,+032.1,034,00000
2019-07-04 21:45:00,+00012.1,+00027.1,+16.65,00.0,000,+024.6,070,681.9,+032.0,034,00000
2019-07-04 22:00:00,+00022.4,+00018.2,+16.65,00.0,000,+024.4,071,681.9,+031.8,035,00000
2019-07-04 22:15:00,+00007.1,+00018.2,+16.41,00.0,000,+024.2,072,681.9,+031.7,036,00000
2019-07-04 22:30:00,+00031.8,+00018.2,+16.65,00.0,000,+024.1,073,682.0,+031.6,036,00000
2019-07-04 22:45:00,+00027.0,+00018.2,+16.65,00.0,000,+023.9,074,682.0,+031.5,036,00000
2019-07-04 23:00:00,+00013.8,+00023.1,+16.65,00.0,000,+023.7,075,681.9,+031.4,036,00000
2019-07-04 23:15:00,+00002.7,+00023.1,+16.42,00.0,000,+023.6,076,681.8,+031.1,037,00000
2019-07-04 23:30:00,+00017.7,+00023.1,+16.64,00.0,000,+023.5,077,681.6,+030.9,038,00000
2019-07-04 23:45:00,+00018.8,+00023.1,+16.65,00.0,000,+023.3,077,681.4,+030.8,038,00000
2019-07-05 00:00:00,+00028.3,+00021.1,+16.65,00.0,000,+023.2,079,681.3,+030.6,038,00000
2019-07-05 00:15:00,+00003.6,+00021.1,+16.42,00.0,000,+023.1,080,681.2,+030.5,040,00000
2019-07-05 00:30:00,+00017.9,+00021.1,+16.64,00.0,000,+022.9,081,681.0,+030.4,040,00000
2019-07-05 00:45:00,+00019.7,+00021.1,+16.65,00.0,000,+022.8,082,680.9,+030.3,040,00000
2019-07-05 01:00:00,+00017.9,+00017.3,+16.65,00.0,000,+022.7,082,680.7,+030.2,041,00000
2019-07-05 01:15:00,+00008.1,+00017.3,+16.42,00.0,000,+022.6,084,680.7,+030.1,041,00000
2019-07-05 01:30:00,+00015.8,+00017.3,+16.65,00.0,000,+022.5,084,680.6,+030.0,042,00000
2019-07-05 01:45:00,+00009.4,+00017.3,+16.65,00.0,000,+022.4,085,680.4,+030.0,042,00000
2019-07-05 02:00:00,+00022.0,+00015.5,+16.65,00.0,000,+022.4,085,680.3,+030.0,041,00000
2019-07-05 02:15:00,+00013.7,+00015.5,+16.40,00.0,000,+022.3,085,680.2,+030.0,042,00000
2019-07-05 02:30:00,+00009.1,+00015.5,+16.65,00.0,000,+022.3,085,680.1,+029.9,042,00000
2019-07-05 02:45:00,+00021.3,+00015.5,+16.65,00.0,000,+022.3,085,680.1,+029.8,041,00000
2019-07-05 03:00:00,+00008.2,+00014.8,+16.65,00.0,000,+022.2,085,680.1,+029.8,041,00000
2019-07-05 03:15:00,+00010.4,+00014.8,+16.42,00.0,000,+022.2,085,680.1,+029.8,041,00000
2019-07-05 03:30:00,+00020.7,+00014.8,+16.65,00.0,000,+022.2,085,680.0,+029.8,041,00000
2019-07-05 03:45:00,+00006.8,+00014.8,+16.65,00.0,000,+022.2,085,680.0,+029.8,041,00000
2019-07-05 04:00:00,+00014.5,+00014.0,+16.66,00.0,000,+022.2,085,680.1,+029.8,041,00000
2019-07-05 04:15:00,+00017.5,+00014.0,+16.40,00.0,000,+022.2,085,680.0,+029.8,041,00000
2019-07-05 04:30:00,+00011.6,+00014.0,+16.65,00.0,000,+022.1,085,680.1,+029.8,041,00000
2019-07-05 04:45:00,+00026.9,+00014.0,+16.65,00.0,000,+022.1,085,680.2,+029.7,041,00000
2019-07-05 05:00:00,+00012.2,+00017.7,+16.65,00.0,000,+022.1,085,680.3,+029.7,041,00000
2019-07-05 05:15:00,-00001.3,+00017.7,+16.42,00.0,000,+022.1,085,680.3,+029.5,041,00000
2019-07-05 05:30:00,+00033.2,+00017.7,+16.65,00.0,000,+022.1,085,680.4,+029.5,041,00000
2019-07-05 05:45:00,+00024.6,+00017.7,+16.65,00.0,000,+022.1,085,680.4,+029.6,041,00000
2019-07-05 06:00:00,+00016.5,+00025.1,+16.65,00.0,000,+022.1,085,680.4,+029.6,041,00000
2019-07-05 06:15:00,+00022.8,+00025.1,+16.41,00.0,000,+022.1,085,680.5,+029.6,042,00000
2019-07-05 06:30:00,+00034.4,+00025.1,+16.65,00.0,000,+022.1,085,680.6,+029.6,041,00000
2019-07-05 06:45:00,+00029.4,+00025.1,+16.65,00.0,000,+022.1,085,680.7,+029.7,041,00000
2019-07-05 07:00:00,+00033.1,+00032.9,+16.65,00.0,000,+022.1,085,680.8,+029.7,041,00000
2019-07-05 07:15:00,+00031.6,+00032.9,+16.41,00.0,000,+022.2,085,680.8,+029.8,041,00000
2019-07-05 07:30:00,+00021.1,+00032.9,+16.65,00.0,000,+022.4,084,680.8,+029.9,041,00000
2019-07-05 07:45:00,+00022.3,+00032.9,+16.65,00.0,000,+022.5,083,680.9,+030.1,040,00000
2019-07-05 08:00:00,+00028.5,+00025.8,+16.65,00.0,000,+022.7,082,680.9,+030.2,039,00000
2019-07-05 08:15:00,+00042.9,+00025.8,+16.41,00.0,000,+022.9,081,680.8,+030.5,039,00000
2019-07-05 08:30:00,+00018.1,+00025.8,+16.65,00.0,000,+023.3,080,680.8,+030.8,038,00000
2019-07-05 08:45:00,+00024.7,+00025.8,+16.65,00.0,000,+023.7,078,680.9,+031.1,037,00000
2019-07-05 09:00:00,+00027.5,+00024.3,+16.65,00.0,000,+024.1,076,681.0,+031.6,036,00000
2019-07-05 09:15:00,+00018.1,+00024.3,+16.41,00.0,000,+024.3,074,681.0,+032.0,035,00000
2019-07-05 09:30:00,+00024.0,+00024.3,+16.65,00.0,000,+024.6,073,681.1,+032.3,034,00000
2019-07-05 09:45:00,+00023.4,+00024.3,+16.65,00.0,000,+024.7,072,681.3,+032.5,033,00000
2019-07-05 10:00:00,+00010.8,+00020.1,+16.65,00.0,000,+024.8,071,681.3,+032.7,033,00000
2019-07-05 10:15:00,+00020.9,+00020.1,+16.42,00.0,000,+025.8,068,681.2,+033.0,032,00000
2019-07-05 10:30:00,+00017.7,+00020.1,+16.65,00.0,000,+026.0,066,681.2,+033.7,031,00000
2019-07-05 10:45:00,+00031.7,+00020.1,+16.65,00.0,000,+026.2,065,681.2,+034.0,030,00000
2019-07-05 11:00:00,+00022.2,+00025.6,+16.65,00.0,000,+026.4,064,681.0,+034.3,029,00000
2019-07-05 11:15:00,+00019.4,+00025.6,+16.41,00.0,000,+027.0,062,680.9,+034.6,029,00000
2019-07-05 11:30:00,+00015.1,+00025.6,+16.64,00.0,000,+027.5,060,680.8,+035.1,028,00000
2019-07-05 11:45:00,+00021.8,+00025.6,+16.65,00.0,000,+027.7,058,680.7,+035.6,027,00000
2019-07-05 12:00:00,+00019.4,+00020.3,+16.65,00.0,000,+027.8,057,680.6,+035.8,026,00000
2019-07-05 12:15:00,+00020.3,+00020.3,+16.40,00.0,000,+028.2,056,680.5,+036.0,026,00000
2019-07-05 12:30:00,+00029.0,+00020.3,+16.65,00.0,000,+028.7,054,680.4,+036.3,025,00000
2019-07-05 12:45:00,+00014.5,+00020.3,+16.65,00.0,000,+029.0,054,680.4,+036.8,025,00000
2019-07-05 13:00:00,+00026.8,+00023.5,+16.65,00.0,000,+028.7,054,680.4,+037.1,025,00000
2019-07-05 13:15:00,+00014.7,+00023.5,+16.42,00.0,000,+028.7,054,680.2,+037.1,025,00000
2019-07-05 13:30:00,+00002.7,+00023.5,+16.65,00.0,000,+029.2,053,680.0,+037.3,024,00000
2019-07-05 13:45:00,+00023.5,+00023.5,+16.64,00.0,000,+029.1,053,679.9,+037.5,024,00000
2019-07-05 14:00:00,+00032.7,+00021.2,+16.66,00.0,000,+029.0,052,679.8,+037.5,023,00000
2019-07-05 14:15:00,+00018.2,+00021.2,+16.41,00.0,000,+029.4,051,679.7,+037.4,024,00000
2019-07-05 14:30:00,+00023.3,+00021.2,+16.65,00.0,000,+029.4,050,679.6,+037.5,023,00000
2019-07-05 14:45:00,+00031.8,+00021.2,+16.65,00.0,000,+029.1,051,679.5,+037.5,024,00000
2019-07-05 15:00:00,+00027.0,+00026.7,+16.65,00.0,000,+028.6,054,679.5,+037.2,025,00000
2019-07-05 15:15:00,+00009.0,+00026.7,+16.43,00.0,000,+028.5,056,679.3,+036.7,026,00000
2019-07-05 15:30:00,+00013.3,+00026.7,+16.65,00.0,000,+028.7,055,679.2,+036.8,025,00000
2019-07-05 15:45:00,+00028.4,+00026.7,+16.65,00.0,000,+027.8,058,679.4,+036.8,026,00000
2019-07-05 16:00:00,+00034.2,+00025.5,+16.67,00.0,000,+025.8,066,679.6,+035.8,028,00000
2019-07-05 16:15:00,+00007.6,+00025.5,+16.43,00.0,000,+024.2,074,679.7,+034.1,032,00000
2019-07-05 16:30:00,+00018.4,+00025.5,+16.69,00.0,000,+023.2,079,679.7,+032.5,035,00000
2019-07-05 16:45:00,+00007.8,+00025.5,+16.68,00.0,000,+023.6,079,679.6,+031.6,038,00000
2019-07-05 17:00:00,+00005.5,+00009.4,+16.66,00.0,000,+024.1,079,679.4,+031.5,038,00000
2019-07-05 17:15:00,+00000.6,+00009.4,+16.41,00.0,000,+024.5,076,679.5,+031.7,038,00000
2019-07-05 17:30:00,+00018.0,+00009.4,+16.65,00.0,000,+025.0,076,679.4,+032.0,038,00000
2019-07-05 17:45:00,+00026.8,+00009.4,+16.65,00.0,000,+025.1,076,679.4,+032.4,037,00000
2019-07-05 18:00:00,+00016.2,+00020.4,+16.65,00.0,000,+024.8,076,679.5,+032.4,036,00000
2019-07-05 18:15:00,+00005.5,+00020.4,+16.41,00.0,000,+024.6,077,679.6,+032.2,037,00000
2019-07-05 18:30:00,+00026.1,+00020.4,+16.66,00.0,000,+024.0,080,679.8,+031.9,038,00000
