
Data Report
2019-08-28 16:47:52
Station, 1, Y16697

Time,ConcRT(ug/m3),ConcHR(ug/m3),Flow(lpm),WS(m/s),WD(Deg),AT(C),RH(%),BP(mmHg),FT(C),FRH(%),Status
2019-08-20 17:00:00,+00012.5,+00020.3,+16.67,00.0,000,+028.6,061,681.0,+038.4,024,00000
2019-08-20 17:15:00,+00025.9,+00020.3,+16.44,00.0,000,+028.7,060,680.9,+038.3,025,00000
2019-08-20 17:30:00,+00021.2,+00020.3,+16.65,00.0,000,+028.2,061,680.9,+038.2,025,00000
2019-08-20 17:45:00,+00034.3,+00020.3,+16.66,00.0,000,+027.6,064,681.1,+037.8,026,00000
2019-08-20 18:00:00,+00014.3,+00023.7,+16.69,00.0,000,+027.5,064,681.2,+037.3,026,00000
2019-08-20 18:15:00,+00009.8,+00023.7,+16.45,00.0,000,+026.6,072,681.3,+036.5,030,00000
2019-08-20 18:30:00,+00029.6,+00023.7,+16.68,00.0,000,+024.8,080,681.4,+035.1,033,00000
2019-08-20 18:45:00,+00020.2,+00023.7,+16.68,00.0,000,+024.2,083,681.6,+033.8,035,00000
2019-08-20 19:00:00,+00011.0,+00020.2,+16.65,00.0,000,+023.9,087,681.7,+033.2,038,00000
2019-08-20 19:15:00,+00025.8,+00020.2,+16.42,00.0,000,+023.8,088,681.9,+032.8,039,00000
2019-08-20 19:30:00,+00028.5,+00020.2,+16.65,00.0,000,+023.8,089,682.1,+032.7,040,00000
2019-08-20 19:45:00,+00037.7,+00020.2,+16.65,00.0,000,+024.0,085,682.3,+032.6,038,00000
2019-08-20 20:00:00,+00021.5,+00030.0,+16.65,00.0,000,+024.0,085,682.5,+032.5,038,00000
2019-08-20 20:15:00,+00013.6,+00030.0,+16.43,00.0,000,+023.9,084,682.7,+032.4,038,00000
2019-08-20 20:30:00,+00015.4,+00030.0,+16.65,00.0,000,+023.7,083,682.8,+032.2,037,00000
2019-08-20 20:45:00,+00033.2,+00030.0,+16.65,00.0,000,+023.4,084,683.0,+032.0,038,00000
2019-08-20 21:00:00,+00028.2,+00027.8,+16.65,00.0,000,+023.0,086,683.2,+031.8,038,00000
2019-08-20 21:15:00,+00022.3,+00027.8,+16.43,00.0,000,+022.8,086,683.3,+031.5,039,00000
2019-08-20 21:30:00,+00023.3,+00027.8,+16.65,00.0,000,+022.5,088,683.3,+031.3,040,00000
2019-08-20 21:45:00,+00010.7,+00027.8,+16.65,00.0,000,+022.4,089,683.4,+031.1,040,00000
2019-08-20 22:00:00,+00018.4,+00017.1,+16.65,00.0,000,+022.3,089,683.5,+030.9,040,00000
2019-08-20 22:15:00,+00011.5,+00017.1,+16.42,00.0,000,+022.2,089,683.6,+030.9,040,00000
2019-08-20 22:30:00,+00013.2,+00017.1,+16.65,00.0,000,+022.2,089,683.8,+030.8,040,00000
2019-08-20 22:45:00,+00018.2,+00017.1,+16.65,00.0,000,+022.3,089,683.8,+030.7,040,00000
2019-08-20 23:00:00,+00018.8,+00017.4,+16.65,00.0,000,+022.4,089,683.8,+030.7,040,00000
2019-08-20 23:15:00,+00015.4,+00017.4,+16.42,00.0,000,+022.5,088,683.9,+030.7,041,00000
2019-08-20 23:30:00,+00020.2,+00017.4,+16.65,00.0,000,+021.8,092,683.9,+030.3,042,00000
2019-08-20 23:45:00,+00027.8,+00017.4,+16.64,00.0,000,+021.5,093,683.7,+029.7,044,00000
2019-08-21 00:00:00,+00006.3,+00018.7,+16.65,00.0,000,+021.4,094,683.6,+029.4,044,00000
2019-08-21 00:15:00,+00004.6,+00018.7,+16.43,00.0,000,+021.4,093,683.5,+029.1,045,00000
2019-08-21 00:30:00,+00013.3,+00018.7,+16.65,00.0,000,+021.5,094,683.3,+029.1,046,00000
2019-08-21 00:45:00,+00005.2,+00018.7,+16.65,00.0,000,+021.5,093,683.1,+029.1,045,00000
2019-08-21 01:00:00,+00013.2,+00011.5,+16.65,00.0,000,+021.5,093,683.0,+029.1,045,00000
2019-08-21 01:15:00,+00020.2,+00011.5,+16.43,00.0,000,+021.5,093,683.0,+029.0,046,00000
2019-08-21 01:30:00,+00011.5,+00011.5,+16.65,00.0,000,+021.5,093,682.9,+029.1,045,00000
2019-08-21 01:45:00,+00004.5,+00011.5,+16.65,00.0,000,+021.5,093,682.7,+029.2,045,00000
