
Data Report
2019-09-17 11:27:44
Location, 1, Y16131

Time,ConcRT(ug/m3),ConcHR(ug/m3),Flow(lpm),AT(C),RH(%),BP(mmHg),FT(C),FRH(%),Status
2019-09-16 04:00:00,+000011,+000009,+16.6,+021.8,085,683,+030.1,032,00000
2019-09-16 05:00:00,+000006,+000009,+16.6,+021.7,085,683,+030.1,032,00000
2019-09-16 06:00:00,+000011,+000012,+16.6,+021.4,089,683,+029.9,033,00000
2019-09-16 07:00:00,+000015,+000021,+16.6,+021.1,092,683,+029.6,034,00000
2019-09-16 08:00:00,+000023,+000024,+16.6,+021.3,091,684,+029.8,034,00000
2019-09-16 09:00:00,+000023,+000020,+16.6,+021.8,087,684,+030.3,033,00000
2019-09-16 10:00:00,+000010,+000008,+16.6,+022.8,082,684,+030.9,032,00000
2019-09-16 11:00:00,+000009,+000013,+16.6,+023.8,077,684,+032.5,029,00000
2019-09-16 12:00:00,+000012,+000011,+16.6,+024.6,072,683,+033.8,026,00000
2019-09-16 13:00:00,+000011,+000009,+16.6,+025.2,070,683,+034.6,025,00000
2019-09-16 14:00:00,+000009,+000011,+16.6,+026.6,063,682,+036.1,023,00000
2019-09-16 15:00:00,+000010,+000012,+16.6,+028.1,057,681,+038.0,020,00000
2019-09-16 16:00:00,+000009,+000014,+16.6,+028.7,056,681,+039.7,019,00000
2019-09-16 17:00:00,+000012,+000016,+16.6,+028.3,057,680,+039.7,018,00000
2019-09-16 18:00:00,+000011,+000012,+16.7,+026.7,062,681,+037.6,020,00000
2019-09-16 19:00:00,+000019,+000016,+16.7,+025.8,066,681,+035.8,023,00000
2019-09-16 20:00:00,+000017,+000025,+16.6,+024.5,076,682,+034.5,026,00000
2019-09-16 21:00:00,+000021,+000018,+16.6,+023.1,086,682,+032.8,030,00000
2019-09-16 22:00:00,+000020,+000024,+16.6,+022.2,091,683,+031.6,032,00000
2019-09-16 23:00:00,+000019,+000021,+16.6,+021.8,091,683,+030.7,033,00000
2019-09-17 00:00:00,+000017,+000019,+16.6,+021.8,092,683,+030.4,034,00000
2019-09-17 01:00:00,+000019,+000020,+16.6,+021.7,092,682,+030.3,034,00000
2019-09-17 02:00:00,+000017,+000015,+16.6,+021.6,092,682,+030.1,034,00000
2019-09-17 03:00:00,+000017,+000021,+16.6,+021.4,093,682,+029.7,035,00000
2019-09-17 04:00:00,+000019,+000013,+16.6,+020.9,096,682,+028.5,037,00000
2019-09-17 05:00:00,+000014,+000018,+16.6,+020.7,094,682,+028.3,037,00000
2019-09-17 06:00:00,+000022,+000021,+16.6,+021.0,093,682,+028.9,036,00000
2019-09-17 07:00:00,+000023,+000023,+16.6,+020.8,094,682,+029.1,035,00000
2019-09-17 08:00:00,+000026,+000029,+16.6,+021.4,091,683,+029.7,034,00000
2019-09-17 09:00:00,+000024,+000020,+16.6,+022.0,087,683,+030.7,032,00000
2019-09-17 10:00:00,+000018,+000018,+16.6,+022.0,090,683,+031.2,033,00000
2019-09-17 11:00:00,+000010,+000008,+16.6,+023.2,085,683,+031.9,032,00000
