TrakPro Version 4.70 ASCII Data File

Model:,DustTrak II
Model Number:,8530
Serial Number:,8530172809
Test ID:,001
Test Abbreviation:,MANUAL_001
Start Date:,20-01-2020
Start Time:,13:01:38
Duration (dd:hh:mm:ss):,2:00:55:00
Log Interval (mm:ss):,00:30
Number of points:,5871
Notes:,

Statistics,Channel:,AEROSOL
20-01-2020,19:38:08,0.126
20-01-2020,19:38:38,0.127
20-01-2020,19:39:08,0.127
20-01-2020,19:39:38,0.126
20-01-2020,19:40:08,0.125
20-01-2020,19:40:38,0.123
20-01-2020,19:41:08,0.120
20-01-2020,19:41:38,0.120
20-01-2020,19:42:08,0.121
20-01-2020,19:42:38,0.119
20-01-2020,19:43:08,0.119
20-01-2020,19:43:38,0.117
20-01-2020,19:44:08,0.110
20-01-2020,19:44:38,0.112
20-01-2020,19:45:08,0.112
20-01-2020,19:45:38,0.112
20-01-2020,19:46:08,0.114
20-01-2020,19:46:38,0.109
20-01-2020,19:47:08,0.111
20-01-2020,19:47:38,0.106
20-01-2020,19:48:08,0.107
20-01-2020,19:48:38,0.105
20-01-2020,19:49:08,0.101
20-01-2020,19:49:38,0.101
20-01-2020,19:50:08,0.101
20-01-2020,19:50:38,0.101
20-01-2020,19:51:08,0.101
20-01-2020,19:51:38,0.101
20-01-2020,19:52:08,0.101
20-01-2020,19:52:38,0.100
20-01-2020,19:53:08,0.098
20-01-2020,19:53:38,0.091
20-01-2020,19:54:08,0.089
20-01-2020,19:54:38,0.089
20-01-2020,19:55:08,0.087
20-01-2020,19:55:38,0.086
20-01-2020,19:56:08,0.087
20-01-2020,19:56:38,0.087
20-01-2020,19:57:08,0.085
20-01-2020,19:57:38,0.085
20-01-2020,19:58:08,0.086
20-01-2020,19:58:38,0.084
20-01-2020,19:59:08,0.083
20-01-2020,19:59:38,0.085
20-01-2020,20:00:08,0.084
20-01-2020,20:00:38,0.085
20-01-2020,20:01:08,0.085
20-01-2020,20:01:38,0.085
20-01-2020,20:02:08,0.086
20-01-2020,20:02:38,0.085
20-01-2020,20:03:08,0.086
20-01-2020,20:03:38,0.085
20-01-2020,20:04:08,0.084
20-01-2020,20:04:38,0.082
20-01-2020,20:05:08,0.082
20-01-2020,20:05:38,0.082
20-01-2020,20:06:08,0.082
20-01-2020,20:06:38,0.081
20-01-2020,20:07:08,0.081
20-01-2020,20:07:38,0.083
20-01-2020,20:08:08,0.083
20-01-2020,20:08:38,0.084
20-01-2020,20:09:08,0.084
20-01-2020,20:09:38,0.083
20-01-2020,20:10:08,0.085
20-01-2020,20:10:38,0.085
20-01-2020,20:11:08,0.084
20-01-2020,20:11:38,0.087
20-01-2020,20:12:08,0.091
20-01-2020,20:12:38,0.089
20-01-2020,20:13:08,0.090
20-01-2020,20:13:38,0.098
20-01-2020,20:14:08,0.095
20-01-2020,20:14:38,0.107
20-01-2020,20:15:08,0.107
20-01-2020,20:15:38,0.102
20-01-2020,20:16:08,0.095
20-01-2020,20:16:38,0.096
20-01-2020,20:17:08,0.098
20-01-2020,20:17:38,0.095
20-01-2020,20:18:08,0.105
20-01-2020,20:18:38,0.106
20-01-2020,20:19:08,0.098
20-01-2020,20:19:38,0.097
20-01-2020,20:20:08,0.094
20-01-2020,20:20:38,0.096
20-01-2020,20:21:08,0.087
20-01-2020,20:21:38,0.089
20-01-2020,20:22:08,0.086
20-01-2020,20:22:38,0.083
20-01-2020,20:23:08,0.083
20-01-2020,20:23:38,0.084
20-01-2020,20:24:08,0.085
20-01-2020,20:24:38,0.079
20-01-2020,20:25:08,0.080
20-01-2020,20:25:38,0.078
20-01-2020,20:26:08,0.077
20-01-2020,20:26:38,0.078
20-01-2020,20:27:08,0.080
20-01-2020,20:27:38,0.082
20-01-2020,20:28:08,0.078
20-01-2020,20:28:38,0.074
20-01-2020,20:29:08,0.073
20-01-2020,20:29:38,0.074
20-01-2020,20:30:08,0.074
20-01-2020,20:30:38,0.077
20-01-2020,20:31:08,0.081
20-01-2020,20:31:38,0.083
20-01-2020,20:32:08,0.083
20-01-2020,20:32:38,0.082
20-01-2020,20:33:08,0.082
20-01-2020,20:33:38,0.081
20-01-2020,20:34:08,0.078
20-01-2020,20:34:38,0.076
20-01-2020,20:35:08,0.077
20-01-2020,20:35:38,0.078
20-01-2020,20:36:08,0.073
20-01-2020,20:36:38,0.067
20-01-2020,20:37:08,0.069
20-01-2020,20:37:38,0.074
20-01-2020,20:38:08,0.071
20-01-2020,20:38:38,0.072
20-01-2020,20:39:08,0.072
20-01-2020,20:39:38,0.072
20-01-2020,20:40:08,0.073
20-01-2020,20:40:38,0.076
20-01-2020,20:41:08,0.082
20-01-2020,20:41:38,0.078
20-01-2020,20:42:08,0.079
20-01-2020,20:42:38,0.079
20-01-2020,20:43:08,0.077
20-01-2020,20:43:38,0.077
20-01-2020,20:44:08,0.076
20-01-2020,20:44:38,0.076
20-01-2020,20:45:08,0.081
20-01-2020,20:45:38,0.078
20-01-2020,20:46:08,0.078
20-01-2020,20:46:38,0.074
20-01-2020,20:47:08,0.073
20-01-2020,20:47:38,0.072
20-01-2020,20:48:08,0.074
20-01-2020,20:48:38,0.077
20-01-2020,20:49:08,0.075
20-01-2020,20:49:38,0.072
20-01-2020,20:50:08,0.074
20-01-2020,20:50:38,0.074
20-01-2020,20:51:08,0.073
20-01-2020,20:51:38,0.074
20-01-2020,20:52:08,0.071
20-01-2020,20:52:38,0.072
20-01-2020,20:53:08,0.073
20-01-2020,20:53:38,0.072
20-01-2020,20:54:08,0.069
20-01-2020,20:54:38,0.069
20-01-2020,20:55:08,0.072
20-01-2020,20:55:38,0.075
20-01-2020,20:56:08,0.075
20-01-2020,20:56:38,0.074
20-01-2020,20:57:08,0.074
20-01-2020,20:57:38,0.073
20-01-2020,20:58:08,0.074
20-01-2020,20:58:38,0.072
20-01-2020,20:59:08,0.072
20-01-2020,20:59:38,0.072
20-01-2020,21:00:08,0.073
20-01-2020,21:00:38,0.075
20-01-2020,21:01:08,0.072
20-01-2020,21:01:38,0.071
20-01-2020,21:02:08,0.071
20-01-2020,21:02:38,0.070
20-01-2020,21:03:08,0.069
20-01-2020,21:03:38,0.068
20-01-2020,21:04:08,0.068
20-01-2020,21:04:38,0.068
20-01-2020,21:05:08,0.067
20-01-2020,21:05:38,0.069
20-01-2020,21:06:08,0.069
20-01-2020,21:06:38,0.069
20-01-2020,21:07:08,0.069
20-01-2020,21:07:38,0.069
20-01-2020,21:08:08,0.070
20-01-2020,21:08:38,0.070
20-01-2020,21:09:08,0.070
20-01-2020,21:09:38,0.070
20-01-2020,21:10:08,0.071
20-01-2020,21:10:38,0.071
20-01-2020,21:11:08,0.071
20-01-2020,21:11:38,0.074
20-01-2020,21:12:08,0.073
20-01-2020,21:12:38,0.073
20-01-2020,21:13:08,0.072
20-01-2020,21:13:38,0.071
20-01-2020,21:14:08,0.071
20-01-2020,21:14:38,0.074
20-01-2020,21:15:08,0.072
20-01-2020,21:15:38,0.074
20-01-2020,21:16:08,0.073
20-01-2020,21:16:38,0.075
20-01-2020,21:17:08,0.074
20-01-2020,21:17:38,0.074
20-01-2020,21:18:08,0.075
20-01-2020,21:18:38,0.076
20-01-2020,21:19:08,0.077
20-01-2020,21:19:38,0.077
20-01-2020,21:20:08,0.077
20-01-2020,21:20:38,0.075
20-01-2020,21:21:08,0.075
20-01-2020,21:21:38,0.074
20-01-2020,21:22:08,0.074
20-01-2020,21:22:38,0.073
20-01-2020,21:23:08,0.073
20-01-2020,21:23:38,0.074
20-01-2020,21:24:08,0.073
20-01-2020,21:24:38,0.073
20-01-2020,21:25:08,0.074
20-01-2020,21:25:38,0.075
20-01-2020,21:26:08,0.075
20-01-2020,21:26:38,0.075
20-01-2020,21:27:08,0.075
20-01-2020,21:27:38,0.074
20-01-2020,21:28:08,0.074
20-01-2020,21:28:38,0.075
20-01-2020,21:29:08,0.075
20-01-2020,21:29:38,0.074
20-01-2020,21:30:08,0.075
20-01-2020,21:30:38,0.075
20-01-2020,21:31:08,0.074
20-01-2020,21:31:38,0.076
20-01-2020,21:32:08,0.081
20-01-2020,21:32:38,0.078
20-01-2020,21:33:08,0.078
20-01-2020,21:33:38,0.078
20-01-2020,21:34:08,0.077
20-01-2020,21:34:38,0.077
20-01-2020,21:35:08,0.079
20-01-2020,21:35:38,0.079
20-01-2020,21:36:08,0.078
20-01-2020,21:36:38,0.079
20-01-2020,21:37:08,0.078
20-01-2020,21:37:38,0.078
20-01-2020,21:38:08,0.078
20-01-2020,21:38:38,0.077
20-01-2020,21:39:08,0.077
20-01-2020,21:39:38,0.077
20-01-2020,21:40:08,0.078
20-01-2020,21:40:38,0.077
20-01-2020,21:41:08,0.076
20-01-2020,21:41:38,0.075
20-01-2020,21:42:08,0.074
20-01-2020,21:42:38,0.074
20-01-2020,21:43:08,0.076
20-01-2020,21:43:38,0.075
20-01-2020,21:44:08,0.077
20-01-2020,21:44:38,0.074
20-01-2020,21:45:08,0.072
20-01-2020,21:45:38,0.073
20-01-2020,21:46:08,0.075
20-01-2020,21:46:38,0.079
20-01-2020,21:47:08,0.076
20-01-2020,21:47:38,0.076
20-01-2020,21:48:08,0.078
20-01-2020,21:48:38,0.081
20-01-2020,21:49:08,0.083
20-01-2020,21:49:38,0.078
20-01-2020,21:50:08,0.080
20-01-2020,21:50:38,0.079
20-01-2020,21:51:08,0.079
20-01-2020,21:51:38,0.082
20-01-2020,21:52:08,0.085
20-01-2020,21:52:38,0.081
20-01-2020,21:53:08,0.084
20-01-2020,21:53:38,0.081
20-01-2020,21:54:08,0.082
20-01-2020,21:54:38,0.083
20-01-2020,21:55:08,0.082
20-01-2020,21:55:38,0.086
20-01-2020,21:56:08,0.091
20-01-2020,21:56:38,0.086
20-01-2020,21:57:08,0.087
20-01-2020,21:57:38,0.094
20-01-2020,21:58:08,0.092
20-01-2020,21:58:38,0.084
20-01-2020,21:59:08,0.083
20-01-2020,21:59:38,0.083
20-01-2020,22:00:08,0.080
20-01-2020,22:00:38,0.081
20-01-2020,22:01:08,0.081
20-01-2020,22:01:38,0.082
20-01-2020,22:02:08,0.084
20-01-2020,22:02:38,0.082
20-01-2020,22:03:08,0.083
20-01-2020,22:03:38,0.080
20-01-2020,22:04:08,0.084
20-01-2020,22:04:38,0.089
20-01-2020,22:05:08,0.086
20-01-2020,22:05:38,0.080
20-01-2020,22:06:08,0.080
20-01-2020,22:06:38,0.082
20-01-2020,22:07:08,0.082
20-01-2020,22:07:38,0.085
20-01-2020,22:08:08,0.087
20-01-2020,22:08:38,0.087
20-01-2020,22:09:08,0.083
20-01-2020,22:09:38,0.084
20-01-2020,22:10:08,0.083
20-01-2020,22:10:38,0.083
20-01-2020,22:11:08,0.085
20-01-2020,22:11:38,0.087
20-01-2020,22:12:08,0.078
20-01-2020,22:12:38,0.080
20-01-2020,22:13:08,0.082
20-01-2020,22:13:38,0.079
20-01-2020,22:14:08,0.078
20-01-2020,22:14:38,0.077
20-01-2020,22:15:08,0.078
20-01-2020,22:15:38,0.077
20-01-2020,22:16:08,0.078
20-01-2020,22:16:38,0.077
20-01-2020,22:17:08,0.079
20-01-2020,22:17:38,0.083
20-01-2020,22:18:08,0.085
20-01-2020,22:18:38,0.081
20-01-2020,22:19:08,0.084
20-01-2020,22:19:38,0.086
20-01-2020,22:20:08,0.084
20-01-2020,22:20:38,0.084
20-01-2020,22:21:08,0.082
20-01-2020,22:21:38,0.081
20-01-2020,22:22:08,0.080
20-01-2020,22:22:38,0.080
20-01-2020,22:23:08,0.080
20-01-2020,22:23:38,0.087
20-01-2020,22:24:08,0.093
20-01-2020,22:24:38,0.088
20-01-2020,22:25:08,0.080
20-01-2020,22:25:38,0.080
20-01-2020,22:26:08,0.081
20-01-2020,22:26:38,0.081
20-01-2020,22:27:08,0.080
20-01-2020,22:27:38,0.081
20-01-2020,22:28:08,0.081
20-01-2020,22:28:38,0.079
20-01-2020,22:29:08,0.079
20-01-2020,22:29:38,0.079
20-01-2020,22:30:08,0.080
20-01-2020,22:30:38,0.079
20-01-2020,22:31:08,0.080
20-01-2020,22:31:38,0.080
20-01-2020,22:32:08,0.080
20-01-2020,22:32:38,0.080
20-01-2020,22:33:08,0.080
20-01-2020,22:33:38,0.080
20-01-2020,22:34:08,0.079
20-01-2020,22:34:38,0.079
20-01-2020,22:35:08,0.079
20-01-2020,22:35:38,0.079
20-01-2020,22:36:08,0.079
20-01-2020,22:36:38,0.078
20-01-2020,22:37:08,0.079
20-01-2020,22:37:38,0.080
20-01-2020,22:38:08,0.079
20-01-2020,22:38:38,0.080
20-01-2020,22:39:08,0.081
20-01-2020,22:39:38,0.079
20-01-2020,22:40:08,0.080
20-01-2020,22:40:38,0.079
20-01-2020,22:41:08,0.079
20-01-2020,22:41:38,0.079
20-01-2020,22:42:08,0.079
20-01-2020,22:42:38,0.080
20-01-2020,22:43:08,0.080
20-01-2020,22:43:38,0.080
20-01-2020,22:44:08,0.080
20-01-2020,22:44:38,0.080
20-01-2020,22:45:08,0.081
20-01-2020,22:45:38,0.080
20-01-2020,22:46:08,0.080
20-01-2020,22:46:38,0.080
20-01-2020,22:47:08,0.080
20-01-2020,22:47:38,0.079
20-01-2020,22:48:08,0.081
20-01-2020,22:48:38,0.082
20-01-2020,22:49:08,0.082
20-01-2020,22:49:38,0.082
20-01-2020,22:50:08,0.082
20-01-2020,22:50:38,0.082
20-01-2020,22:51:08,0.081
20-01-2020,22:51:38,0.082
20-01-2020,22:52:08,0.083
20-01-2020,22:52:38,0.082
20-01-2020,22:53:08,0.081
20-01-2020,22:53:38,0.083
20-01-2020,22:54:08,0.082
20-01-2020,22:54:38,0.082
20-01-2020,22:55:08,0.082
20-01-2020,22:55:38,0.081
20-01-2020,22:56:08,0.082
20-01-2020,22:56:38,0.081
20-01-2020,22:57:08,0.081
20-01-2020,22:57:38,0.081
20-01-2020,22:58:08,0.082
20-01-2020,22:58:38,0.082
20-01-2020,22:59:08,0.083
20-01-2020,22:59:38,0.084
20-01-2020,23:00:08,0.085
20-01-2020,23:00:38,0.085
20-01-2020,23:01:08,0.084
20-01-2020,23:01:38,0.085
20-01-2020,23:02:08,0.086
20-01-2020,23:02:38,0.086
20-01-2020,23:03:08,0.087
20-01-2020,23:03:38,0.087
20-01-2020,23:04:08,0.087
20-01-2020,23:04:38,0.088
20-01-2020,23:05:08,0.088
20-01-2020,23:05:38,0.093
20-01-2020,23:06:08,0.094
20-01-2020,23:06:38,0.099
20-01-2020,23:07:08,0.096
20-01-2020,23:07:38,0.090
20-01-2020,23:08:08,0.091
20-01-2020,23:08:38,0.092
20-01-2020,23:09:08,0.101
20-01-2020,23:09:38,0.102
20-01-2020,23:10:08,0.101
20-01-2020,23:10:38,0.098
20-01-2020,23:11:08,0.098
20-01-2020,23:11:38,0.096
20-01-2020,23:12:08,0.101
20-01-2020,23:12:38,0.099
20-01-2020,23:13:08,0.096
20-01-2020,23:13:38,0.093
20-01-2020,23:14:08,0.098
20-01-2020,23:14:38,0.095
20-01-2020,23:15:08,0.095
20-01-2020,23:15:38,0.095
20-01-2020,23:16:08,0.093
20-01-2020,23:16:38,0.095
20-01-2020,23:17:08,0.093
20-01-2020,23:17:38,0.092
20-01-2020,23:18:08,0.096
20-01-2020,23:18:38,0.096
20-01-2020,23:19:08,0.095
20-01-2020,23:19:38,0.095
20-01-2020,23:20:08,0.099
20-01-2020,23:20:38,0.101
20-01-2020,23:21:08,0.098
20-01-2020,23:21:38,0.095
20-01-2020,23:22:08,0.095
20-01-2020,23:22:38,0.100
20-01-2020,23:23:08,0.098
20-01-2020,23:23:38,0.097
20-01-2020,23:24:08,0.099
20-01-2020,23:24:38,0.096
20-01-2020,23:25:08,0.094
20-01-2020,23:25:38,0.094
20-01-2020,23:26:08,0.095
20-01-2020,23:26:38,0.094
20-01-2020,23:27:08,0.094
20-01-2020,23:27:38,0.094
20-01-2020,23:28:08,0.094
20-01-2020,23:28:38,0.095
20-01-2020,23:29:08,0.094
20-01-2020,23:29:38,0.094
20-01-2020,23:30:08,0.094
20-01-2020,23:30:38,0.093
20-01-2020,23:31:08,0.094
20-01-2020,23:31:38,0.093
20-01-2020,23:32:08,0.094
20-01-2020,23:32:38,0.095
20-01-2020,23:33:08,0.095
20-01-2020,23:33:38,0.094
20-01-2020,23:34:08,0.095
20-01-2020,23:34:38,0.095
20-01-2020,23:35:08,0.094
20-01-2020,23:35:38,0.094
20-01-2020,23:36:08,0.096
20-01-2020,23:36:38,0.097
20-01-2020,23:37:08,0.097
20-01-2020,23:37:38,0.097
20-01-2020,23:38:08,0.096
20-01-2020,23:38:38,0.098
20-01-2020,23:39:08,0.098
20-01-2020,23:39:38,0.097
20-01-2020,23:40:08,0.099
20-01-2020,23:40:38,0.101
20-01-2020,23:41:08,0.103
20-01-2020,23:41:38,0.100
20-01-2020,23:42:08,0.098
20-01-2020,23:42:38,0.099
20-01-2020,23:43:08,0.099
20-01-2020,23:43:38,0.100
20-01-2020,23:44:08,0.102
20-01-2020,23:44:38,0.100
20-01-2020,23:45:08,0.098
20-01-2020,23:45:38,0.098
20-01-2020,23:46:08,0.099
20-01-2020,23:46:38,0.098
20-01-2020,23:47:08,0.098
20-01-2020,23:47:38,0.098
20-01-2020,23:48:08,0.097
20-01-2020,23:48:38,0.098
20-01-2020,23:49:08,0.098
20-01-2020,23:49:38,0.098
20-01-2020,23:50:08,0.098
20-01-2020,23:50:38,0.098
20-01-2020,23:51:08,0.097
20-01-2020,23:51:38,0.097
20-01-2020,23:52:08,0.097
20-01-2020,23:52:38,0.097
20-01-2020,23:53:08,0.096
20-01-2020,23:53:38,0.095
20-01-2020,23:54:08,0.094
20-01-2020,23:54:38,0.094
20-01-2020,23:55:08,0.095
20-01-2020,23:55:38,0.095
20-01-2020,23:56:08,0.095
20-01-2020,23:56:38,0.096
20-01-2020,23:57:08,0.098
20-01-2020,23:57:38,0.099
20-01-2020,23:58:08,0.099
20-01-2020,23:58:38,0.105
20-01-2020,23:59:08,0.104
20-01-2020,23:59:38,0.102
21-01-2020,00:00:08,0.102
21-01-2020,00:00:38,0.098
21-01-2020,00:01:08,0.099
21-01-2020,00:01:38,0.101
21-01-2020,00:02:08,0.099
21-01-2020,00:02:38,0.099
21-01-2020,00:03:08,0.100
21-01-2020,00:03:38,0.105
21-01-2020,00:04:08,0.102
21-01-2020,00:04:38,0.100
21-01-2020,00:05:08,0.099
21-01-2020,00:05:38,0.098
21-01-2020,00:06:08,0.096
21-01-2020,00:06:38,0.096
21-01-2020,00:07:08,0.098
21-01-2020,00:07:38,0.098
21-01-2020,00:08:08,0.097
21-01-2020,00:08:38,0.098
21-01-2020,00:09:08,0.097
21-01-2020,00:09:38,0.096
21-01-2020,00:10:08,0.095
21-01-2020,00:10:38,0.095
21-01-2020,00:11:08,0.095
21-01-2020,00:11:38,0.095
21-01-2020,00:12:08,0.095
21-01-2020,00:12:38,0.094
21-01-2020,00:13:08,0.096
21-01-2020,00:13:38,0.105
21-01-2020,00:14:08,0.115
21-01-2020,00:14:38,0.110
21-01-2020,00:15:08,0.100
21-01-2020,00:15:38,0.098
21-01-2020,00:16:08,0.097
21-01-2020,00:16:38,0.098
21-01-2020,00:17:08,0.096
21-01-2020,00:17:38,0.094
21-01-2020,00:18:08,0.095
21-01-2020,00:18:38,0.097
21-01-2020,00:19:08,0.096
21-01-2020,00:19:38,0.096
21-01-2020,00:20:08,0.094
21-01-2020,00:20:38,0.093
21-01-2020,00:21:08,0.093
21-01-2020,00:21:38,0.095
21-01-2020,00:22:08,0.096
21-01-2020,00:22:38,0.097
21-01-2020,00:23:08,0.098
21-01-2020,00:23:38,0.094
21-01-2020,00:24:08,0.093
21-01-2020,00:24:38,0.094
21-01-2020,00:25:08,0.099
21-01-2020,00:25:38,0.098
21-01-2020,00:26:08,0.094
21-01-2020,00:26:38,0.090
21-01-2020,00:27:08,0.090
21-01-2020,00:27:38,0.093
21-01-2020,00:28:08,0.093
21-01-2020,00:28:38,0.095
21-01-2020,00:29:08,0.093
21-01-2020,00:29:38,0.094
21-01-2020,00:30:08,0.092
21-01-2020,00:30:38,0.091
21-01-2020,00:31:08,0.088
21-01-2020,00:31:38,0.087
21-01-2020,00:32:08,0.087
21-01-2020,00:32:38,0.087
21-01-2020,00:33:08,0.087
21-01-2020,00:33:38,0.087
21-01-2020,00:34:08,0.086
21-01-2020,00:34:38,0.087
21-01-2020,00:35:08,0.086
21-01-2020,00:35:38,0.086
21-01-2020,00:36:08,0.088
21-01-2020,00:36:38,0.088
21-01-2020,00:37:08,0.089
21-01-2020,00:37:38,0.088
21-01-2020,00:38:08,0.089
21-01-2020,00:38:38,0.088
21-01-2020,00:39:08,0.087
21-01-2020,00:39:38,0.087
21-01-2020,00:40:08,0.086
21-01-2020,00:40:38,0.086
21-01-2020,00:41:08,0.087
21-01-2020,00:41:38,0.086
21-01-2020,00:42:08,0.085
21-01-2020,00:42:38,0.086
21-01-2020,00:43:08,0.085
21-01-2020,00:43:38,0.085
21-01-2020,00:44:08,0.085
21-01-2020,00:44:38,0.085
21-01-2020,00:45:08,0.085
21-01-2020,00:45:38,0.085
21-01-2020,00:46:08,0.084
21-01-2020,00:46:38,0.084
21-01-2020,00:47:08,0.085
21-01-2020,00:47:38,0.085
21-01-2020,00:48:08,0.084
21-01-2020,00:48:38,0.085
21-01-2020,00:49:08,0.085
21-01-2020,00:49:38,0.085
21-01-2020,00:50:08,0.085
21-01-2020,00:50:38,0.087
21-01-2020,00:51:08,0.086
21-01-2020,00:51:38,0.089
21-01-2020,00:52:08,0.092
21-01-2020,00:52:38,0.091
21-01-2020,00:53:08,0.087
21-01-2020,00:53:38,0.085
21-01-2020,00:54:08,0.086
21-01-2020,00:54:38,0.086
21-01-2020,00:55:08,0.085
21-01-2020,00:55:38,0.085
21-01-2020,00:56:08,0.085
21-01-2020,00:56:38,0.086
21-01-2020,00:57:08,0.086
21-01-2020,00:57:38,0.086
21-01-2020,00:58:08,0.084
21-01-2020,00:58:38,0.085
21-01-2020,00:59:08,0.085
21-01-2020,00:59:38,0.085
21-01-2020,01:00:08,0.084
21-01-2020,01:00:38,0.085
21-01-2020,01:01:08,0.084
21-01-2020,01:01:38,0.081
21-01-2020,01:02:08,0.081
21-01-2020,01:02:38,0.078
21-01-2020,01:03:08,0.076
21-01-2020,01:03:38,0.077
21-01-2020,01:04:08,0.080
21-01-2020,01:04:38,0.081
21-01-2020,01:05:08,0.080
21-01-2020,01:05:38,0.080
21-01-2020,01:06:08,0.079
21-01-2020,01:06:38,0.079
21-01-2020,01:07:08,0.080
21-01-2020,01:07:38,0.080
21-01-2020,01:08:08,0.079
21-01-2020,01:08:38,0.078
21-01-2020,01:09:08,0.077
21-01-2020,01:09:38,0.080
21-01-2020,01:10:08,0.081
21-01-2020,01:10:38,0.081
21-01-2020,01:11:08,0.079
21-01-2020,01:11:38,0.079
21-01-2020,01:12:08,0.082
21-01-2020,01:12:38,0.081
21-01-2020,01:13:08,0.079
21-01-2020,01:13:38,0.080
21-01-2020,01:14:08,0.084
21-01-2020,01:14:38,0.083
21-01-2020,01:15:08,0.082
21-01-2020,01:15:38,0.080
21-01-2020,01:16:08,0.079
21-01-2020,01:16:38,0.079
21-01-2020,01:17:08,0.079
21-01-2020,01:17:38,0.079
21-01-2020,01:18:08,0.079
21-01-2020,01:18:38,0.081
21-01-2020,01:19:08,0.083
21-01-2020,01:19:38,0.082
21-01-2020,01:20:08,0.081
21-01-2020,01:20:38,0.081
21-01-2020,01:21:08,0.081
21-01-2020,01:21:38,0.079
21-01-2020,01:22:08,0.079
21-01-2020,01:22:38,0.084
21-01-2020,01:23:08,0.082
21-01-2020,01:23:38,0.081
21-01-2020,01:24:08,0.080
21-01-2020,01:24:38,0.079
21-01-2020,01:25:08,0.080
21-01-2020,01:25:38,0.079
21-01-2020,01:26:08,0.081
21-01-2020,01:26:38,0.080
21-01-2020,01:27:08,0.079
21-01-2020,01:27:38,0.078
21-01-2020,01:28:08,0.080
21-01-2020,01:28:38,0.078
21-01-2020,01:29:08,0.077
21-01-2020,01:29:38,0.078
21-01-2020,01:30:08,0.077
21-01-2020,01:30:38,0.080
21-01-2020,01:31:08,0.080
21-01-2020,01:31:38,0.079
21-01-2020,01:32:08,0.079
21-01-2020,01:32:38,0.080
21-01-2020,01:33:08,0.082
21-01-2020,01:33:38,0.082
21-01-2020,01:34:08,0.082
21-01-2020,01:34:38,0.082
21-01-2020,01:35:08,0.083
21-01-2020,01:35:38,0.083
21-01-2020,01:36:08,0.083
21-01-2020,01:36:38,0.084
21-01-2020,01:37:08,0.084
21-01-2020,01:37:38,0.084
21-01-2020,01:38:08,0.084
21-01-2020,01:38:38,0.084
21-01-2020,01:39:08,0.084
21-01-2020,01:39:38,0.084
21-01-2020,01:40:08,0.085
21-01-2020,01:40:38,0.087
21-01-2020,01:41:08,0.088
21-01-2020,01:41:38,0.087
21-01-2020,01:42:08,0.086
21-01-2020,01:42:38,0.085
21-01-2020,01:43:08,0.086
21-01-2020,01:43:38,0.085
21-01-2020,01:44:08,0.087
21-01-2020,01:44:38,0.086
21-01-2020,01:45:08,0.085
21-01-2020,01:45:38,0.086
21-01-2020,01:46:08,0.085
21-01-2020,01:46:38,0.085
21-01-2020,01:47:08,0.085
21-01-2020,01:47:38,0.085
21-01-2020,01:48:08,0.085
21-01-2020,01:48:38,0.086
21-01-2020,01:49:08,0.087
21-01-2020,01:49:38,0.087
21-01-2020,01:50:08,0.087
21-01-2020,01:50:38,0.087
21-01-2020,01:51:08,0.087
21-01-2020,01:51:38,0.086
21-01-2020,01:52:08,0.087
21-01-2020,01:52:38,0.086
21-01-2020,01:53:08,0.087
21-01-2020,01:53:38,0.086
21-01-2020,01:54:08,0.087
21-01-2020,01:54:38,0.087
21-01-2020,01:55:08,0.088
21-01-2020,01:55:38,0.091
21-01-2020,01:56:08,0.093
21-01-2020,01:56:38,0.092
21-01-2020,01:57:08,0.091
21-01-2020,01:57:38,0.090
21-01-2020,01:58:08,0.092
21-01-2020,01:58:38,0.091
21-01-2020,01:59:08,0.091
21-01-2020,01:59:38,0.092
21-01-2020,02:00:08,0.093
21-01-2020,02:00:38,0.093
21-01-2020,02:01:08,0.094
21-01-2020,02:01:38,0.093
21-01-2020,02:02:08,0.094
21-01-2020,02:02:38,0.094
21-01-2020,02:03:08,0.092
21-01-2020,02:03:38,0.095
21-01-2020,02:04:08,0.099
21-01-2020,02:04:38,0.096
21-01-2020,02:05:08,0.097
21-01-2020,02:05:38,0.097
21-01-2020,02:06:08,0.096
21-01-2020,02:06:38,0.095
21-01-2020,02:07:08,0.094
21-01-2020,02:07:38,0.095
21-01-2020,02:08:08,0.095
21-01-2020,02:08:38,0.094
21-01-2020,02:09:08,0.094
21-01-2020,02:09:38,0.094
21-01-2020,02:10:08,0.096
21-01-2020,02:10:38,0.097
21-01-2020,02:11:08,0.096
21-01-2020,02:11:38,0.096
21-01-2020,02:12:08,0.096
21-01-2020,02:12:38,0.097
21-01-2020,02:13:08,0.100
21-01-2020,02:13:38,0.102
21-01-2020,02:14:08,0.101
21-01-2020,02:14:38,0.100
21-01-2020,02:15:08,0.100
21-01-2020,02:15:38,0.101
21-01-2020,02:16:08,0.099
21-01-2020,02:16:38,0.099
21-01-2020,02:17:08,0.099
21-01-2020,02:17:38,0.100
21-01-2020,02:18:08,0.099
21-01-2020,02:18:38,0.097
21-01-2020,02:19:08,0.098
21-01-2020,02:19:38,0.100
21-01-2020,02:20:08,0.099
21-01-2020,02:20:38,0.100
21-01-2020,02:21:08,0.097
21-01-2020,02:21:38,0.096
21-01-2020,02:22:08,0.097
21-01-2020,02:22:38,0.098
21-01-2020,02:23:08,0.097
21-01-2020,02:23:38,0.098
21-01-2020,02:24:08,0.098
