TrakPro Version 4.70 ASCII Data File

Model:,DustTrak II
Model Number:,8530
Serial Number:,8530172809
Test ID:,001
Test Abbreviation:,MANUAL_001
Start Date:,20-01-2020
Start Time:,13:01:38
Duration (dd:hh:mm:ss):,2:00:55:00
Log Interval (mm:ss):,00:30
Number of points:,5871
Notes:,

Statistics,Channel:,AEROSOL
20-01-2020,14:40:08,0.031
20-01-2020,14:40:38,0.031
20-01-2020,14:41:08,0.030
20-01-2020,14:41:38,0.031
20-01-2020,14:42:08,0.031
20-01-2020,14:42:38,0.031
20-01-2020,14:43:08,0.030
20-01-2020,14:43:38,0.030
20-01-2020,14:44:08,0.029
20-01-2020,14:44:38,0.028
20-01-2020,14:45:08,0.028
20-01-2020,14:45:38,0.028
20-01-2020,14:46:08,0.028
20-01-2020,14:46:38,0.028
20-01-2020,14:47:08,0.028
20-01-2020,14:47:38,0.029
20-01-2020,14:48:08,0.030
20-01-2020,14:48:38,0.030
20-01-2020,14:49:08,0.031
20-01-2020,14:49:38,0.032
20-01-2020,14:50:08,0.031
20-01-2020,14:50:38,0.029
20-01-2020,14:51:08,0.029
20-01-2020,14:51:38,0.030
20-01-2020,14:52:08,0.030
20-01-2020,14:52:38,0.030
20-01-2020,14:53:08,0.029
20-01-2020,14:53:38,0.031
20-01-2020,14:54:08,0.032
20-01-2020,14:54:38,0.030
20-01-2020,14:55:08,0.030
20-01-2020,14:55:38,0.030
20-01-2020,14:56:08,0.029
20-01-2020,14:56:38,0.030
20-01-2020,14:57:08,0.030
20-01-2020,14:57:38,0.030
20-01-2020,14:58:08,0.029
20-01-2020,14:58:38,0.030
20-01-2020,14:59:08,0.029
20-01-2020,14:59:38,0.029
20-01-2020,15:00:08,0.030
20-01-2020,15:00:38,0.030
20-01-2020,15:01:08,0.029
20-01-2020,15:01:38,0.030
20-01-2020,15:02:08,0.031
20-01-2020,15:02:38,0.031
20-01-2020,15:03:08,0.031
20-01-2020,15:03:38,0.031
20-01-2020,15:04:08,0.031
20-01-2020,15:04:38,0.031
20-01-2020,15:05:08,0.030
20-01-2020,15:05:38,0.031
20-01-2020,15:06:08,0.030
20-01-2020,15:06:38,0.031
20-01-2020,15:07:08,0.031
20-01-2020,15:07:38,0.031
20-01-2020,15:08:08,0.031
20-01-2020,15:08:38,0.031
20-01-2020,15:09:08,0.030
20-01-2020,15:09:38,0.031
20-01-2020,15:10:08,0.029
20-01-2020,15:10:38,0.029
20-01-2020,15:11:08,0.029
20-01-2020,15:11:38,0.028
20-01-2020,15:12:08,0.028
20-01-2020,15:12:38,0.029
20-01-2020,15:13:08,0.029
20-01-2020,15:13:38,0.028
20-01-2020,15:14:08,0.028
20-01-2020,15:14:38,0.029
20-01-2020,15:15:08,0.028
20-01-2020,15:15:38,0.028
20-01-2020,15:16:08,0.028
20-01-2020,15:16:38,0.028
20-01-2020,15:17:08,0.028
20-01-2020,15:17:38,0.028
20-01-2020,15:18:08,0.028
20-01-2020,15:18:38,0.028
20-01-2020,15:19:08,0.028
20-01-2020,15:19:38,0.028
20-01-2020,15:20:08,0.029
20-01-2020,15:20:38,0.029
20-01-2020,15:21:08,0.028
20-01-2020,15:21:38,0.028
20-01-2020,15:22:08,0.028
20-01-2020,15:22:38,0.029
20-01-2020,15:23:08,0.029
20-01-2020,15:23:38,0.029
20-01-2020,15:24:08,0.029
20-01-2020,15:24:38,0.029
20-01-2020,15:25:08,0.029
20-01-2020,15:25:38,0.028
20-01-2020,15:26:08,0.029
20-01-2020,15:26:38,0.028
20-01-2020,15:27:08,0.028
20-01-2020,15:27:38,0.029
20-01-2020,15:28:08,0.028
20-01-2020,15:28:38,0.029
20-01-2020,15:29:08,0.029
20-01-2020,15:29:38,0.029
20-01-2020,15:30:08,0.029
20-01-2020,15:30:38,0.029
20-01-2020,15:31:08,0.029
20-01-2020,15:31:38,0.029
20-01-2020,15:32:08,0.029
20-01-2020,15:32:38,0.029
20-01-2020,15:33:08,0.030
20-01-2020,15:33:38,0.030
20-01-2020,15:34:08,0.029
20-01-2020,15:34:38,0.030
20-01-2020,15:35:08,0.030
20-01-2020,15:35:38,0.029
20-01-2020,15:36:08,0.031
20-01-2020,15:36:38,0.030
20-01-2020,15:37:08,0.029
20-01-2020,15:37:38,0.029
20-01-2020,15:38:08,0.030
20-01-2020,15:38:38,0.029
20-01-2020,15:39:08,0.030
20-01-2020,15:39:38,0.030
20-01-2020,15:40:08,0.030
20-01-2020,15:40:38,0.030
20-01-2020,15:41:08,0.030
20-01-2020,15:41:38,0.030
20-01-2020,15:42:08,0.029
20-01-2020,15:42:38,0.029
20-01-2020,15:43:08,0.030
20-01-2020,15:43:38,0.029
20-01-2020,15:44:08,0.029
20-01-2020,15:44:38,0.028
20-01-2020,15:45:08,0.028
20-01-2020,15:45:38,0.028
20-01-2020,15:46:08,0.028
20-01-2020,15:46:38,0.028
20-01-2020,15:47:08,0.028
20-01-2020,15:47:38,0.028
20-01-2020,15:48:08,0.028
20-01-2020,15:48:38,0.028
20-01-2020,15:49:08,0.028
20-01-2020,15:49:38,0.028
20-01-2020,15:50:08,0.029
20-01-2020,15:50:38,0.029
20-01-2020,15:51:08,0.029
20-01-2020,15:51:38,0.029
20-01-2020,15:52:08,0.030
20-01-2020,15:52:38,0.032
20-01-2020,15:53:08,0.036
20-01-2020,15:53:38,0.034
20-01-2020,15:54:08,0.033
20-01-2020,15:54:38,0.033
20-01-2020,15:55:08,0.033
20-01-2020,15:55:38,0.034
20-01-2020,15:56:08,0.032
20-01-2020,15:56:38,0.031
20-01-2020,15:57:08,0.030
20-01-2020,15:57:38,0.031
20-01-2020,15:58:08,0.032
20-01-2020,15:58:38,0.031
20-01-2020,15:59:08,0.032
20-01-2020,15:59:38,0.031
20-01-2020,16:00:08,0.032
20-01-2020,16:00:38,0.032
20-01-2020,16:01:08,0.031
20-01-2020,16:01:38,0.032
20-01-2020,16:02:08,0.033
20-01-2020,16:02:38,0.033
20-01-2020,16:03:08,0.033
20-01-2020,16:03:38,0.033
20-01-2020,16:04:08,0.034
20-01-2020,16:04:38,0.035
20-01-2020,16:05:08,0.032
20-01-2020,16:05:38,0.030
20-01-2020,16:06:08,0.030
20-01-2020,16:06:38,0.030
20-01-2020,16:07:08,0.031
20-01-2020,16:07:38,0.031
20-01-2020,16:08:08,0.031
20-01-2020,16:08:38,0.032
20-01-2020,16:09:08,0.034
20-01-2020,16:09:38,0.033
20-01-2020,16:10:08,0.035
20-01-2020,16:10:38,0.036
20-01-2020,16:11:08,0.033
20-01-2020,16:11:38,0.033
20-01-2020,16:12:08,0.033
20-01-2020,16:12:38,0.034
20-01-2020,16:13:08,0.035
20-01-2020,16:13:38,0.033
20-01-2020,16:14:08,0.035
20-01-2020,16:14:38,0.035
20-01-2020,16:15:08,0.034
20-01-2020,16:15:38,0.033
20-01-2020,16:16:08,0.032
20-01-2020,16:16:38,0.031
20-01-2020,16:17:08,0.031
20-01-2020,16:17:38,0.031
20-01-2020,16:18:08,0.031
20-01-2020,16:18:38,0.031
20-01-2020,16:19:08,0.031
20-01-2020,16:19:38,0.032
20-01-2020,16:20:08,0.032
20-01-2020,16:20:38,0.032
20-01-2020,16:21:08,0.031
20-01-2020,16:21:38,0.031
20-01-2020,16:22:08,0.031
20-01-2020,16:22:38,0.031
20-01-2020,16:23:08,0.031
20-01-2020,16:23:38,0.031
20-01-2020,16:24:08,0.032
20-01-2020,16:24:38,0.033
20-01-2020,16:25:08,0.034
20-01-2020,16:25:38,0.033
20-01-2020,16:26:08,0.034
20-01-2020,16:26:38,0.040
20-01-2020,16:27:08,0.037
20-01-2020,16:27:38,0.034
20-01-2020,16:28:08,0.036
20-01-2020,16:28:38,0.033
20-01-2020,16:29:08,0.031
20-01-2020,16:29:38,0.031
20-01-2020,16:30:08,0.031
20-01-2020,16:30:38,0.030
20-01-2020,16:31:08,0.030
20-01-2020,16:31:38,0.031
20-01-2020,16:32:08,0.030
20-01-2020,16:32:38,0.035
20-01-2020,16:33:08,0.038
20-01-2020,16:33:38,0.034
20-01-2020,16:34:08,0.033
20-01-2020,16:34:38,0.038
20-01-2020,16:35:08,0.036
20-01-2020,16:35:38,0.035
20-01-2020,16:36:08,0.035
20-01-2020,16:36:38,0.041
20-01-2020,16:37:08,0.038
20-01-2020,16:37:38,0.038
20-01-2020,16:38:08,0.036
20-01-2020,16:38:38,0.035
20-01-2020,16:39:08,0.034
20-01-2020,16:39:38,0.033
20-01-2020,16:40:08,0.032
20-01-2020,16:40:38,0.032
20-01-2020,16:41:08,0.031
20-01-2020,16:41:38,0.031
20-01-2020,16:42:08,0.032
20-01-2020,16:42:38,0.032
20-01-2020,16:43:08,0.032
20-01-2020,16:43:38,0.031
20-01-2020,16:44:08,0.035
20-01-2020,16:44:38,0.034
20-01-2020,16:45:08,0.034
20-01-2020,16:45:38,0.034
20-01-2020,16:46:08,0.035
20-01-2020,16:46:38,0.035
20-01-2020,16:47:08,0.033
20-01-2020,16:47:38,0.032
20-01-2020,16:48:08,0.032
20-01-2020,16:48:38,0.033
20-01-2020,16:49:08,0.033
20-01-2020,16:49:38,0.032
20-01-2020,16:50:08,0.033
20-01-2020,16:50:38,0.033
20-01-2020,16:51:08,0.033
20-01-2020,16:51:38,0.034
20-01-2020,16:52:08,0.034
20-01-2020,16:52:38,0.035
20-01-2020,16:53:08,0.035
20-01-2020,16:53:38,0.037
20-01-2020,16:54:08,0.040
20-01-2020,16:54:38,0.037
20-01-2020,16:55:08,0.032
20-01-2020,16:55:38,0.033
20-01-2020,16:56:08,0.033
20-01-2020,16:56:38,0.033
20-01-2020,16:57:08,0.033
20-01-2020,16:57:38,0.033
20-01-2020,16:58:08,0.034
20-01-2020,16:58:38,0.033
20-01-2020,16:59:08,0.034
20-01-2020,16:59:38,0.035
20-01-2020,17:00:08,0.034
20-01-2020,17:00:38,0.035
20-01-2020,17:01:08,0.035
20-01-2020,17:01:38,0.034
20-01-2020,17:02:08,0.034
20-01-2020,17:02:38,0.035
20-01-2020,17:03:08,0.035
20-01-2020,17:03:38,0.035
20-01-2020,17:04:08,0.034
20-01-2020,17:04:38,0.034
20-01-2020,17:05:08,0.033
20-01-2020,17:05:38,0.034
20-01-2020,17:06:08,0.034
20-01-2020,17:06:38,0.034
20-01-2020,17:07:08,0.033
20-01-2020,17:07:38,0.034
20-01-2020,17:08:08,0.033
20-01-2020,17:08:38,0.033
20-01-2020,17:09:08,0.033
20-01-2020,17:09:38,0.033
20-01-2020,17:10:08,0.035
20-01-2020,17:10:38,0.036
20-01-2020,17:11:08,0.035
20-01-2020,17:11:38,0.035
20-01-2020,17:12:08,0.035
20-01-2020,17:12:38,0.036
20-01-2020,17:13:08,0.034
20-01-2020,17:13:38,0.036
20-01-2020,17:14:08,0.037
20-01-2020,17:14:38,0.035
20-01-2020,17:15:08,0.039
20-01-2020,17:15:38,0.039
20-01-2020,17:16:08,0.038
20-01-2020,17:16:38,0.038
20-01-2020,17:17:08,0.037
20-01-2020,17:17:38,0.036
20-01-2020,17:18:08,0.036
20-01-2020,17:18:38,0.038
20-01-2020,17:19:08,0.039
20-01-2020,17:19:38,0.040
20-01-2020,17:20:08,0.039
20-01-2020,17:20:38,0.039
20-01-2020,17:21:08,0.039
20-01-2020,17:21:38,0.038
20-01-2020,17:22:08,0.035
20-01-2020,17:22:38,0.035
20-01-2020,17:23:08,0.035
20-01-2020,17:23:38,0.034
20-01-2020,17:24:08,0.035
20-01-2020,17:24:38,0.034
20-01-2020,17:25:08,0.037
20-01-2020,17:25:38,0.037
20-01-2020,17:26:08,0.039
20-01-2020,17:26:38,0.044
20-01-2020,17:27:08,0.040
20-01-2020,17:27:38,0.042
20-01-2020,17:28:08,0.043
20-01-2020,17:28:38,0.042
20-01-2020,17:29:08,0.042
20-01-2020,17:29:38,0.043
20-01-2020,17:30:08,0.040
20-01-2020,17:30:38,0.040
20-01-2020,17:31:08,0.042
20-01-2020,17:31:38,0.041
20-01-2020,17:32:08,0.037
20-01-2020,17:32:38,0.037
20-01-2020,17:33:08,0.036
20-01-2020,17:33:38,0.038
20-01-2020,17:34:08,0.035
20-01-2020,17:34:38,0.038
20-01-2020,17:35:08,0.036
20-01-2020,17:35:38,0.035
20-01-2020,17:36:08,0.036
20-01-2020,17:36:38,0.037
20-01-2020,17:37:08,0.037
20-01-2020,17:37:38,0.038
20-01-2020,17:38:08,0.039
20-01-2020,17:38:38,0.038
20-01-2020,17:39:08,0.038
20-01-2020,17:39:38,0.038
20-01-2020,17:40:08,0.039
20-01-2020,17:40:38,0.039
20-01-2020,17:41:08,0.040
20-01-2020,17:41:38,0.041
20-01-2020,17:42:08,0.041
20-01-2020,17:42:38,0.042
20-01-2020,17:43:08,0.044
20-01-2020,17:43:38,0.044
20-01-2020,17:44:08,0.045
20-01-2020,17:44:38,0.046
20-01-2020,17:45:08,0.045
20-01-2020,17:45:38,0.044
20-01-2020,17:46:08,0.045
20-01-2020,17:46:38,0.046
20-01-2020,17:47:08,0.047
20-01-2020,17:47:38,0.050
20-01-2020,17:48:08,0.047
20-01-2020,17:48:38,0.045
20-01-2020,17:49:08,0.047
20-01-2020,17:49:38,0.044
20-01-2020,17:50:08,0.043
20-01-2020,17:50:38,0.044
20-01-2020,17:51:08,0.044
20-01-2020,17:51:38,0.045
20-01-2020,17:52:08,0.046
20-01-2020,17:52:38,0.047
20-01-2020,17:53:08,0.045
20-01-2020,17:53:38,0.042
20-01-2020,17:54:08,0.040
20-01-2020,17:54:38,0.041
20-01-2020,17:55:08,0.043
20-01-2020,17:55:38,0.044
20-01-2020,17:56:08,0.043
20-01-2020,17:56:38,0.042
20-01-2020,17:57:08,0.042
20-01-2020,17:57:38,0.041
20-01-2020,17:58:08,0.041
20-01-2020,17:58:38,0.042
20-01-2020,17:59:08,0.043
20-01-2020,17:59:38,0.043
20-01-2020,18:00:08,0.043
20-01-2020,18:00:38,0.044
20-01-2020,18:01:08,0.046
20-01-2020,18:01:38,0.048
20-01-2020,18:02:08,0.049
20-01-2020,18:02:38,0.052
20-01-2020,18:03:08,0.049
20-01-2020,18:03:38,0.056
20-01-2020,18:04:08,0.058
20-01-2020,18:04:38,0.053
20-01-2020,18:05:08,0.051
20-01-2020,18:05:38,0.049
20-01-2020,18:06:08,0.047
20-01-2020,18:06:38,0.047
20-01-2020,18:07:08,0.047
20-01-2020,18:07:38,0.047
20-01-2020,18:08:08,0.046
20-01-2020,18:08:38,0.047
20-01-2020,18:09:08,0.048
20-01-2020,18:09:38,0.053
20-01-2020,18:10:08,0.060
20-01-2020,18:10:38,0.050
20-01-2020,18:11:08,0.051
20-01-2020,18:11:38,0.050
20-01-2020,18:12:08,0.047
20-01-2020,18:12:38,0.046
20-01-2020,18:13:08,0.044
20-01-2020,18:13:38,0.044
20-01-2020,18:14:08,0.043
20-01-2020,18:14:38,0.043
20-01-2020,18:15:08,0.044
20-01-2020,18:15:38,0.045
20-01-2020,18:16:08,0.045
20-01-2020,18:16:38,0.047
20-01-2020,18:17:08,0.050
20-01-2020,18:17:38,0.058
20-01-2020,18:18:08,0.055
20-01-2020,18:18:38,0.053
20-01-2020,18:19:08,0.048
20-01-2020,18:19:38,0.046
20-01-2020,18:20:08,0.046
20-01-2020,18:20:38,0.047
20-01-2020,18:21:08,0.048
20-01-2020,18:21:38,0.048
20-01-2020,18:22:08,0.047
20-01-2020,18:22:38,0.047
20-01-2020,18:23:08,0.047
20-01-2020,18:23:38,0.048
20-01-2020,18:24:08,0.049
20-01-2020,18:24:38,0.047
20-01-2020,18:25:08,0.047
20-01-2020,18:25:38,0.047
20-01-2020,18:26:08,0.047
20-01-2020,18:26:38,0.047
20-01-2020,18:27:08,0.047
20-01-2020,18:27:38,0.048
20-01-2020,18:28:08,0.047
20-01-2020,18:28:38,0.048
20-01-2020,18:29:08,0.047
20-01-2020,18:29:38,0.048
20-01-2020,18:30:08,0.049
20-01-2020,18:30:38,0.049
20-01-2020,18:31:08,0.049
20-01-2020,18:31:38,0.049
20-01-2020,18:32:08,0.049
20-01-2020,18:32:38,0.050
20-01-2020,18:33:08,0.052
20-01-2020,18:33:38,0.053
20-01-2020,18:34:08,0.053
20-01-2020,18:34:38,0.052
20-01-2020,18:35:08,0.052
20-01-2020,18:35:38,0.051
20-01-2020,18:36:08,0.052
20-01-2020,18:36:38,0.052
20-01-2020,18:37:08,0.052
20-01-2020,18:37:38,0.051
20-01-2020,18:38:08,0.052
20-01-2020,18:38:38,0.053
20-01-2020,18:39:08,0.054
20-01-2020,18:39:38,0.054
20-01-2020,18:40:08,0.055
20-01-2020,18:40:38,0.054
20-01-2020,18:41:08,0.055
20-01-2020,18:41:38,0.056
20-01-2020,18:42:08,0.057
20-01-2020,18:42:38,0.057
20-01-2020,18:43:08,0.058
20-01-2020,18:43:38,0.058
20-01-2020,18:44:08,0.058
20-01-2020,18:44:38,0.059
20-01-2020,18:45:08,0.060
20-01-2020,18:45:38,0.060
20-01-2020,18:46:08,0.061
20-01-2020,18:46:38,0.062
20-01-2020,18:47:08,0.063
20-01-2020,18:47:38,0.064
20-01-2020,18:48:08,0.065
20-01-2020,18:48:38,0.066
20-01-2020,18:49:08,0.065
20-01-2020,18:49:38,0.066
20-01-2020,18:50:08,0.066
20-01-2020,18:50:38,0.066
20-01-2020,18:51:08,0.067
20-01-2020,18:51:38,0.068
20-01-2020,18:52:08,0.067
20-01-2020,18:52:38,0.068
20-01-2020,18:53:08,0.069
20-01-2020,18:53:38,0.069
20-01-2020,18:54:08,0.067
20-01-2020,18:54:38,0.068
20-01-2020,18:55:08,0.069
20-01-2020,18:55:38,0.068
20-01-2020,18:56:08,0.069
20-01-2020,18:56:38,0.069
20-01-2020,18:57:08,0.070
20-01-2020,18:57:38,0.071
20-01-2020,18:58:08,0.070
20-01-2020,18:58:38,0.069
20-01-2020,18:59:08,0.069
20-01-2020,18:59:38,0.070
20-01-2020,19:00:08,0.069
20-01-2020,19:00:38,0.070
20-01-2020,19:01:08,0.074
20-01-2020,19:01:38,0.074
20-01-2020,19:02:08,0.074
20-01-2020,19:02:38,0.076
20-01-2020,19:03:08,0.077
20-01-2020,19:03:38,0.077
20-01-2020,19:04:08,0.081
20-01-2020,19:04:38,0.079
20-01-2020,19:05:08,0.079
20-01-2020,19:05:38,0.083
20-01-2020,19:06:08,0.086
20-01-2020,19:06:38,0.082
20-01-2020,19:07:08,0.081
20-01-2020,19:07:38,0.082
20-01-2020,19:08:08,0.094
20-01-2020,19:08:38,0.089
20-01-2020,19:09:08,0.091
20-01-2020,19:09:38,0.088
20-01-2020,19:10:08,0.089
20-01-2020,19:10:38,0.087
20-01-2020,19:11:08,0.088
20-01-2020,19:11:38,0.088
20-01-2020,19:12:08,0.096
20-01-2020,19:12:38,0.106
20-01-2020,19:13:08,0.109
20-01-2020,19:13:38,0.109
20-01-2020,19:14:08,0.109
20-01-2020,19:14:38,0.108
20-01-2020,19:15:08,0.112
20-01-2020,19:15:38,0.115
20-01-2020,19:16:08,0.120
20-01-2020,19:16:38,0.120
20-01-2020,19:17:08,0.120
20-01-2020,19:17:38,0.123
20-01-2020,19:18:08,0.129
20-01-2020,19:18:38,0.133
20-01-2020,19:19:08,0.130
20-01-2020,19:19:38,0.127
20-01-2020,19:20:08,0.119
20-01-2020,19:20:38,0.129
20-01-2020,19:21:08,0.129
20-01-2020,19:21:38,0.138
20-01-2020,19:22:08,0.143
20-01-2020,19:22:38,0.134
20-01-2020,19:23:08,0.137
20-01-2020,19:23:38,0.138
20-01-2020,19:24:08,0.142
20-01-2020,19:24:38,0.142
20-01-2020,19:25:08,0.142
20-01-2020,19:25:38,0.145
20-01-2020,19:26:08,0.146
20-01-2020,19:26:38,0.146
20-01-2020,19:27:08,0.145
20-01-2020,19:27:38,0.145
20-01-2020,19:28:08,0.144
20-01-2020,19:28:38,0.143
20-01-2020,19:29:08,0.139
20-01-2020,19:29:38,0.137
20-01-2020,19:30:08,0.137
20-01-2020,19:30:38,0.137
20-01-2020,19:31:08,0.137
20-01-2020,19:31:38,0.133
20-01-2020,19:32:08,0.136
20-01-2020,19:32:38,0.130
20-01-2020,19:33:08,0.131
20-01-2020,19:33:38,0.130
20-01-2020,19:34:08,0.130
20-01-2020,19:34:38,0.129
20-01-2020,19:35:08,0.131
20-01-2020,19:35:38,0.134
20-01-2020,19:36:08,0.132
20-01-2020,19:36:38,0.130
20-01-2020,19:37:08,0.127
20-01-2020,19:37:38,0.127
