TrakPro Version 4.70 ASCII Data File

Model:,DustTrak II
Model Number:,8530
Serial Number:,8530172811
Test ID:,001
Test Abbreviation:,MANUAL_001
Start Date:,20-01-2020
Start Time:,13:01:58
Duration (dd:hh:mm:ss):,2:01:00:00
Log Interval (mm:ss):,00:30
Number of points:,5880
Notes:,

Statistics,Channel:,AEROSOL
,Units:,mg/m^3
,Average:,0.092
,Minimum:,0.039
,Time of Minimum:,14:45:28
,Date of Minimum:,20-01-2020
,Maximum:,2.210
,Time of Maximum:,07:57:28
,Date of Maximum:,22-01-2020

Calibration,Sensor:,AEROSOL
,Cal. date,14-07-2017

Date,Time,AEROSOL
21-01-2020,01:55:58,0.107
21-01-2020,01:56:28,0.106
21-01-2020,01:56:58,0.105
21-01-2020,01:57:28,0.104
21-01-2020,01:57:58,0.107
21-01-2020,01:58:28,0.106
21-01-2020,01:58:58,0.105
21-01-2020,01:59:28,0.106
21-01-2020,01:59:58,0.107
21-01-2020,02:00:28,0.108
21-01-2020,02:00:58,0.108
21-01-2020,02:01:28,0.108
21-01-2020,02:01:58,0.108
21-01-2020,02:02:28,0.108
21-01-2020,02:02:58,0.108
21-01-2020,02:03:28,0.109
21-01-2020,02:03:58,0.114
21-01-2020,02:04:28,0.110
21-01-2020,02:04:58,0.111
21-01-2020,02:05:28,0.113
21-01-2020,02:05:58,0.112
21-01-2020,02:06:28,0.110
21-01-2020,02:06:58,0.110
21-01-2020,02:07:28,0.109
21-01-2020,02:07:58,0.110
21-01-2020,02:08:28,0.110
21-01-2020,02:08:58,0.108
21-01-2020,02:09:28,0.110
21-01-2020,02:09:58,0.111
21-01-2020,02:10:28,0.112
21-01-2020,02:10:58,0.111
21-01-2020,02:11:28,0.112
21-01-2020,02:11:58,0.112
21-01-2020,02:12:28,0.111
21-01-2020,02:12:58,0.115
21-01-2020,02:13:28,0.118
21-01-2020,02:13:58,0.117
21-01-2020,02:14:28,0.116
21-01-2020,02:14:58,0.116
21-01-2020,02:15:28,0.116
21-01-2020,02:15:58,0.114
21-01-2020,02:16:28,0.114
21-01-2020,02:16:58,0.115
21-01-2020,02:17:28,0.115
21-01-2020,02:17:58,0.113
21-01-2020,02:18:28,0.113
21-01-2020,02:18:58,0.113
21-01-2020,02:19:28,0.114
21-01-2020,02:19:58,0.114
21-01-2020,02:20:28,0.113
21-01-2020,02:20:58,0.113
21-01-2020,02:21:28,0.112
21-01-2020,02:21:58,0.112
21-01-2020,02:22:28,0.112
21-01-2020,02:22:58,0.111
21-01-2020,02:23:28,0.113
21-01-2020,02:23:58,0.113
21-01-2020,02:24:28,0.113
21-01-2020,02:24:58,0.112
21-01-2020,02:25:28,0.112
21-01-2020,02:25:58,0.110
21-01-2020,02:26:28,0.113
21-01-2020,02:26:58,0.118
21-01-2020,02:27:28,0.118
21-01-2020,02:27:58,0.115
21-01-2020,02:28:28,0.112
21-01-2020,02:28:58,0.111
21-01-2020,02:29:28,0.109
21-01-2020,02:29:58,0.110
21-01-2020,02:30:28,0.111
21-01-2020,02:30:58,0.110
21-01-2020,02:31:28,0.109
21-01-2020,02:31:58,0.109
21-01-2020,02:32:28,0.110
21-01-2020,02:32:58,0.110
21-01-2020,02:33:28,0.109
21-01-2020,02:33:58,0.110
21-01-2020,02:34:28,0.110
21-01-2020,02:34:58,0.109
21-01-2020,02:35:28,0.109
21-01-2020,02:35:58,0.109
21-01-2020,02:36:28,0.108
21-01-2020,02:36:58,0.109
21-01-2020,02:37:28,0.108
21-01-2020,02:37:58,0.107
21-01-2020,02:38:28,0.108
21-01-2020,02:38:58,0.108
21-01-2020,02:39:28,0.108
21-01-2020,02:39:58,0.109
21-01-2020,02:40:28,0.110
21-01-2020,02:40:58,0.109
21-01-2020,02:41:28,0.109
21-01-2020,02:41:58,0.109
21-01-2020,02:42:28,0.108
21-01-2020,02:42:58,0.107
21-01-2020,02:43:28,0.107
21-01-2020,02:43:58,0.107
21-01-2020,02:44:28,0.105
21-01-2020,02:44:58,0.105
21-01-2020,02:45:28,0.105
21-01-2020,02:45:58,0.105
21-01-2020,02:46:28,0.105
21-01-2020,02:46:58,0.106
21-01-2020,02:47:28,0.105
21-01-2020,02:47:58,0.107
21-01-2020,02:48:28,0.107
21-01-2020,02:48:58,0.107
21-01-2020,02:49:28,0.109
21-01-2020,02:49:58,0.113
21-01-2020,02:50:28,0.112
21-01-2020,02:50:58,0.107
21-01-2020,02:51:28,0.103
21-01-2020,02:51:58,0.104
21-01-2020,02:52:28,0.104
21-01-2020,02:52:58,0.103
21-01-2020,02:53:28,0.104
21-01-2020,02:53:58,0.105
21-01-2020,02:54:28,0.104
21-01-2020,02:54:58,0.105
21-01-2020,02:55:28,0.105
21-01-2020,02:55:58,0.105
21-01-2020,02:56:28,0.106
21-01-2020,02:56:58,0.108
21-01-2020,02:57:28,0.106
21-01-2020,02:57:58,0.106
21-01-2020,02:58:28,0.111
21-01-2020,02:58:58,0.109
21-01-2020,02:59:28,0.107
21-01-2020,02:59:58,0.106
21-01-2020,03:00:28,0.104
21-01-2020,03:00:58,0.103
21-01-2020,03:01:28,0.104
21-01-2020,03:01:58,0.106
21-01-2020,03:02:28,0.105
21-01-2020,03:02:58,0.107
21-01-2020,03:03:28,0.105
21-01-2020,03:03:58,0.104
21-01-2020,03:04:28,0.105
21-01-2020,03:04:58,0.109
21-01-2020,03:05:28,0.112
21-01-2020,03:05:58,0.112
21-01-2020,03:06:28,0.111
21-01-2020,03:06:58,0.111
21-01-2020,03:07:28,0.108
21-01-2020,03:07:58,0.106
21-01-2020,03:08:28,0.106
21-01-2020,03:08:58,0.105
21-01-2020,03:09:28,0.111
21-01-2020,03:09:58,0.108
21-01-2020,03:10:28,0.108
21-01-2020,03:10:58,0.106
21-01-2020,03:11:28,0.106
21-01-2020,03:11:58,0.107
21-01-2020,03:12:28,0.106
21-01-2020,03:12:58,0.106
21-01-2020,03:13:28,0.105
21-01-2020,03:13:58,0.105
21-01-2020,03:14:28,0.106
21-01-2020,03:14:58,0.105
21-01-2020,03:15:28,0.104
21-01-2020,03:15:58,0.104
21-01-2020,03:16:28,0.104
21-01-2020,03:16:58,0.103
21-01-2020,03:17:28,0.103
21-01-2020,03:17:58,0.103
21-01-2020,03:18:28,0.103
21-01-2020,03:18:58,0.104
21-01-2020,03:19:28,0.104
21-01-2020,03:19:58,0.104
21-01-2020,03:20:28,0.105
21-01-2020,03:20:58,0.104
21-01-2020,03:21:28,0.103
21-01-2020,03:21:58,0.104
21-01-2020,03:22:28,0.104
21-01-2020,03:22:58,0.107
21-01-2020,03:23:28,0.105
21-01-2020,03:23:58,0.105
21-01-2020,03:24:28,0.107
21-01-2020,03:24:58,0.108
21-01-2020,03:25:28,0.106
21-01-2020,03:25:58,0.106
21-01-2020,03:26:28,0.104
21-01-2020,03:26:58,0.105
21-01-2020,03:27:28,0.105
21-01-2020,03:27:58,0.105
21-01-2020,03:28:28,0.105
21-01-2020,03:28:58,0.105
21-01-2020,03:29:28,0.104
21-01-2020,03:29:58,0.105
21-01-2020,03:30:28,0.105
21-01-2020,03:30:58,0.105
21-01-2020,03:31:28,0.105
21-01-2020,03:31:58,0.105
21-01-2020,03:32:28,0.106
21-01-2020,03:32:58,0.107
21-01-2020,03:33:28,0.107
21-01-2020,03:33:58,0.107
21-01-2020,03:34:28,0.107
21-01-2020,03:34:58,0.107
21-01-2020,03:35:28,0.107
21-01-2020,03:35:58,0.106
21-01-2020,03:36:28,0.107
21-01-2020,03:36:58,0.106
21-01-2020,03:37:28,0.107
21-01-2020,03:37:58,0.107
21-01-2020,03:38:28,0.107
21-01-2020,03:38:58,0.107
21-01-2020,03:39:28,0.107
21-01-2020,03:39:58,0.107
21-01-2020,03:40:28,0.109
21-01-2020,03:40:58,0.108
21-01-2020,03:41:28,0.108
21-01-2020,03:41:58,0.109
21-01-2020,03:42:28,0.112
21-01-2020,03:42:58,0.111
21-01-2020,03:43:28,0.112
21-01-2020,03:43:58,0.115
21-01-2020,03:44:28,0.109
21-01-2020,03:44:58,0.109
21-01-2020,03:45:28,0.108
21-01-2020,03:45:58,0.108
21-01-2020,03:46:28,0.108
21-01-2020,03:46:58,0.108
21-01-2020,03:47:28,0.109
21-01-2020,03:47:58,0.110
21-01-2020,03:48:28,0.109
21-01-2020,03:48:58,0.108
21-01-2020,03:49:28,0.112
21-01-2020,03:49:58,0.116
21-01-2020,03:50:28,0.128
21-01-2020,03:50:58,0.130
21-01-2020,03:51:28,0.115
21-01-2020,03:51:58,0.112
21-01-2020,03:52:28,0.111
21-01-2020,03:52:58,0.112
21-01-2020,03:53:28,0.116
21-01-2020,03:53:58,0.116
21-01-2020,03:54:28,0.113
21-01-2020,03:54:58,0.111
21-01-2020,03:55:28,0.111
21-01-2020,03:55:58,0.111
21-01-2020,03:56:28,0.110
21-01-2020,03:56:58,0.111
21-01-2020,03:57:28,0.111
21-01-2020,03:57:58,0.110
21-01-2020,03:58:28,0.110
21-01-2020,03:58:58,0.111
21-01-2020,03:59:28,0.110
21-01-2020,03:59:58,0.109
21-01-2020,04:00:28,0.110
21-01-2020,04:00:58,0.110
21-01-2020,04:01:28,0.111
21-01-2020,04:01:58,0.111
21-01-2020,04:02:28,0.112
21-01-2020,04:02:58,0.116
21-01-2020,04:03:28,0.111
21-01-2020,04:03:58,0.111
21-01-2020,04:04:28,0.115
21-01-2020,04:04:58,0.114
21-01-2020,04:05:28,0.112
21-01-2020,04:05:58,0.112
21-01-2020,04:06:28,0.114
21-01-2020,04:06:58,0.111
21-01-2020,04:07:28,0.111
21-01-2020,04:07:58,0.112
21-01-2020,04:08:28,0.112
21-01-2020,04:08:58,0.112
21-01-2020,04:09:28,0.112
21-01-2020,04:09:58,0.111
21-01-2020,04:10:28,0.113
21-01-2020,04:10:58,0.112
21-01-2020,04:11:28,0.112
21-01-2020,04:11:58,0.111
21-01-2020,04:12:28,0.112
21-01-2020,04:12:58,0.113
21-01-2020,04:13:28,0.113
21-01-2020,04:13:58,0.112
21-01-2020,04:14:28,0.110
21-01-2020,04:14:58,0.112
21-01-2020,04:15:28,0.111
21-01-2020,04:15:58,0.112
21-01-2020,04:16:28,0.113
21-01-2020,04:16:58,0.113
21-01-2020,04:17:28,0.112
21-01-2020,04:17:58,0.112
21-01-2020,04:18:28,0.114
21-01-2020,04:18:58,0.115
21-01-2020,04:19:28,0.112
21-01-2020,04:19:58,0.112
21-01-2020,04:20:28,0.115
21-01-2020,04:20:58,0.118
21-01-2020,04:21:28,0.115
21-01-2020,04:21:58,0.114
21-01-2020,04:22:28,0.114
21-01-2020,04:22:58,0.114
21-01-2020,04:23:28,0.113
21-01-2020,04:23:58,0.113
21-01-2020,04:24:28,0.113
21-01-2020,04:24:58,0.112
21-01-2020,04:25:28,0.114
21-01-2020,04:25:58,0.113
21-01-2020,04:26:28,0.114
21-01-2020,04:26:58,0.114
21-01-2020,04:27:28,0.115
21-01-2020,04:27:58,0.113
21-01-2020,04:28:28,0.114
21-01-2020,04:28:58,0.113
21-01-2020,04:29:28,0.114
21-01-2020,04:29:58,0.114
21-01-2020,04:30:28,0.115
21-01-2020,04:30:58,0.114
21-01-2020,04:31:28,0.115
21-01-2020,04:31:58,0.115
21-01-2020,04:32:28,0.116
21-01-2020,04:32:58,0.116
21-01-2020,04:33:28,0.115
21-01-2020,04:33:58,0.115
21-01-2020,04:34:28,0.115
21-01-2020,04:34:58,0.116
21-01-2020,04:35:28,0.118
21-01-2020,04:35:58,0.129
21-01-2020,04:36:28,0.122
21-01-2020,04:36:58,0.118
21-01-2020,04:37:28,0.119
21-01-2020,04:37:58,0.120
21-01-2020,04:38:28,0.120
21-01-2020,04:38:58,0.124
21-01-2020,04:39:28,0.126
21-01-2020,04:39:58,0.122
21-01-2020,04:40:28,0.122
21-01-2020,04:40:58,0.122
21-01-2020,04:41:28,0.123
21-01-2020,04:41:58,0.128
21-01-2020,04:42:28,0.124
21-01-2020,04:42:58,0.126
21-01-2020,04:43:28,0.130
21-01-2020,04:43:58,0.127
21-01-2020,04:44:28,0.128
21-01-2020,04:44:58,0.128
21-01-2020,04:45:28,0.129
21-01-2020,04:45:58,0.131
21-01-2020,04:46:28,0.132
21-01-2020,04:46:58,0.133
21-01-2020,04:47:28,0.127
21-01-2020,04:47:58,0.127
21-01-2020,04:48:28,0.130
21-01-2020,04:48:58,0.126
21-01-2020,04:49:28,0.129
21-01-2020,04:49:58,0.129
21-01-2020,04:50:28,0.127
21-01-2020,04:50:58,0.126
21-01-2020,04:51:28,0.125
21-01-2020,04:51:58,0.124
21-01-2020,04:52:28,0.129
21-01-2020,04:52:58,0.126
21-01-2020,04:53:28,0.125
21-01-2020,04:53:58,0.125
21-01-2020,04:54:28,0.125
21-01-2020,04:54:58,0.126
21-01-2020,04:55:28,0.127
21-01-2020,04:55:58,0.125
21-01-2020,04:56:28,0.129
21-01-2020,04:56:58,0.131
21-01-2020,04:57:28,0.130
21-01-2020,04:57:58,0.128
21-01-2020,04:58:28,0.126
21-01-2020,04:58:58,0.125
21-01-2020,04:59:28,0.124
21-01-2020,04:59:58,0.125
21-01-2020,05:00:28,0.121
21-01-2020,05:00:58,0.127
21-01-2020,05:01:28,0.127
21-01-2020,05:01:58,0.126
21-01-2020,05:02:28,0.126
21-01-2020,05:02:58,0.126
21-01-2020,05:03:28,0.125
21-01-2020,05:03:58,0.125
21-01-2020,05:04:28,0.125
21-01-2020,05:04:58,0.123
21-01-2020,05:05:28,0.122
21-01-2020,05:05:58,0.123
21-01-2020,05:06:28,0.123
21-01-2020,05:06:58,0.123
21-01-2020,05:07:28,0.122
21-01-2020,05:07:58,0.123
21-01-2020,05:08:28,0.123
21-01-2020,05:08:58,0.123
21-01-2020,05:09:28,0.124
21-01-2020,05:09:58,0.124
21-01-2020,05:10:28,0.125
21-01-2020,05:10:58,0.125
21-01-2020,05:11:28,0.128
21-01-2020,05:11:58,0.125
21-01-2020,05:12:28,0.124
21-01-2020,05:12:58,0.125
21-01-2020,05:13:28,0.126
21-01-2020,05:13:58,0.123
21-01-2020,05:14:28,0.124
21-01-2020,05:14:58,0.123
21-01-2020,05:15:28,0.125
21-01-2020,05:15:58,0.127
21-01-2020,05:16:28,0.128
21-01-2020,05:16:58,0.126
21-01-2020,05:17:28,0.123
21-01-2020,05:17:58,0.123
21-01-2020,05:18:28,0.123
21-01-2020,05:18:58,0.123
21-01-2020,05:19:28,0.123
21-01-2020,05:19:58,0.123
21-01-2020,05:20:28,0.122
21-01-2020,05:20:58,0.123
21-01-2020,05:21:28,0.124
21-01-2020,05:21:58,0.121
21-01-2020,05:22:28,0.123
21-01-2020,05:22:58,0.123
21-01-2020,05:23:28,0.123
21-01-2020,05:23:58,0.123
21-01-2020,05:24:28,0.127
21-01-2020,05:24:58,0.126
21-01-2020,05:25:28,0.125
21-01-2020,05:25:58,0.125
21-01-2020,05:26:28,0.125
21-01-2020,05:26:58,0.124
21-01-2020,05:27:28,0.123
21-01-2020,05:27:58,0.122
21-01-2020,05:28:28,0.123
21-01-2020,05:28:58,0.125
21-01-2020,05:29:28,0.125
21-01-2020,05:29:58,0.129
21-01-2020,05:30:28,0.129
21-01-2020,05:30:58,0.129
21-01-2020,05:31:28,0.129
21-01-2020,05:31:58,0.127
21-01-2020,05:32:28,0.128
21-01-2020,05:32:58,0.131
21-01-2020,05:33:28,0.133
21-01-2020,05:33:58,0.134
21-01-2020,05:34:28,0.135
21-01-2020,05:34:58,0.136
21-01-2020,05:35:28,0.135
21-01-2020,05:35:58,0.136
21-01-2020,05:36:28,0.136
21-01-2020,05:36:58,0.135
21-01-2020,05:37:28,0.135
21-01-2020,05:37:58,0.136
21-01-2020,05:38:28,0.136
21-01-2020,05:38:58,0.136
21-01-2020,05:39:28,0.136
21-01-2020,05:39:58,0.136
21-01-2020,05:40:28,0.136
21-01-2020,05:40:58,0.135
21-01-2020,05:41:28,0.135
21-01-2020,05:41:58,0.138
21-01-2020,05:42:28,0.137
21-01-2020,05:42:58,0.139
21-01-2020,05:43:28,0.138
21-01-2020,05:43:58,0.140
21-01-2020,05:44:28,0.139
21-01-2020,05:44:58,0.141
21-01-2020,05:45:28,0.140
21-01-2020,05:45:58,0.140
21-01-2020,05:46:28,0.142
21-01-2020,05:46:58,0.144
21-01-2020,05:47:28,0.147
21-01-2020,05:47:58,0.146
21-01-2020,05:48:28,0.146
21-01-2020,05:48:58,0.156
21-01-2020,05:49:28,0.151
21-01-2020,05:49:58,0.149
21-01-2020,05:50:28,0.146
21-01-2020,05:50:58,0.154
21-01-2020,05:51:28,0.161
21-01-2020,05:51:58,0.164
21-01-2020,05:52:28,0.177
21-01-2020,05:52:58,0.184
21-01-2020,05:53:28,0.179
21-01-2020,05:53:58,0.181
21-01-2020,05:54:28,0.167
21-01-2020,05:54:58,0.163
21-01-2020,05:55:28,0.161
21-01-2020,05:55:58,0.156
21-01-2020,05:56:28,0.158
21-01-2020,05:56:58,0.159
21-01-2020,05:57:28,0.159
21-01-2020,05:57:58,0.158
21-01-2020,05:58:28,0.157
21-01-2020,05:58:58,0.155
21-01-2020,05:59:28,0.163
21-01-2020,05:59:58,0.164
21-01-2020,06:00:28,0.162
21-01-2020,06:00:58,0.212
21-01-2020,06:01:28,0.188
21-01-2020,06:01:58,0.194
21-01-2020,06:02:28,0.207
21-01-2020,06:02:58,0.230
21-01-2020,06:03:28,0.228
21-01-2020,06:03:58,0.245
21-01-2020,06:04:28,0.244
21-01-2020,06:04:58,0.244
21-01-2020,06:05:28,0.248
21-01-2020,06:05:58,0.248
21-01-2020,06:06:28,0.265
21-01-2020,06:06:58,0.274
21-01-2020,06:07:28,0.272
21-01-2020,06:07:58,0.259
21-01-2020,06:08:28,0.258
21-01-2020,06:08:58,0.265
21-01-2020,06:09:28,0.271
21-01-2020,06:09:58,0.222
21-01-2020,06:10:28,0.224
21-01-2020,06:10:58,0.224
21-01-2020,06:11:28,0.217
21-01-2020,06:11:58,0.205
21-01-2020,06:12:28,0.208
21-01-2020,06:12:58,0.215
21-01-2020,06:13:28,0.205
21-01-2020,06:13:58,0.197
21-01-2020,06:14:28,0.189
21-01-2020,06:14:58,0.192
21-01-2020,06:15:28,0.192
21-01-2020,06:15:58,0.190
21-01-2020,06:16:28,0.182
21-01-2020,06:16:58,0.181
21-01-2020,06:17:28,0.182
21-01-2020,06:17:58,0.179
21-01-2020,06:18:28,0.176
21-01-2020,06:18:58,0.178
21-01-2020,06:19:28,0.183
21-01-2020,06:19:58,0.183
21-01-2020,06:20:28,0.184
21-01-2020,06:20:58,0.192
21-01-2020,06:21:28,0.203
21-01-2020,06:21:58,0.201
21-01-2020,06:22:28,0.196
21-01-2020,06:22:58,0.189
21-01-2020,06:23:28,0.203
21-01-2020,06:23:58,0.201
21-01-2020,06:24:28,0.205
21-01-2020,06:24:58,0.202
21-01-2020,06:25:28,0.203
21-01-2020,06:25:58,0.211
21-01-2020,06:26:28,0.218
21-01-2020,06:26:58,0.218
21-01-2020,06:27:28,0.212
21-01-2020,06:27:58,0.212
21-01-2020,06:28:28,0.201
21-01-2020,06:28:58,0.204
21-01-2020,06:29:28,0.201
21-01-2020,06:29:58,0.202
21-01-2020,06:30:28,0.192
21-01-2020,06:30:58,0.185
21-01-2020,06:31:28,0.183
21-01-2020,06:31:58,0.189
21-01-2020,06:32:28,0.192
21-01-2020,06:32:58,0.202
21-01-2020,06:33:28,0.206
21-01-2020,06:33:58,0.211
21-01-2020,06:34:28,0.201
21-01-2020,06:34:58,0.191
21-01-2020,06:35:28,0.188
21-01-2020,06:35:58,0.213
21-01-2020,06:36:28,0.222
21-01-2020,06:36:58,0.209
21-01-2020,06:37:28,0.231
21-01-2020,06:37:58,0.240
21-01-2020,06:38:28,0.239
21-01-2020,06:38:58,0.239
21-01-2020,06:39:28,0.242
21-01-2020,06:39:58,0.244
21-01-2020,06:40:28,0.244
21-01-2020,06:40:58,0.241
21-01-2020,06:41:28,0.241
21-01-2020,06:41:58,0.256
21-01-2020,06:42:28,0.257
21-01-2020,06:42:58,0.269
21-01-2020,06:43:28,0.272
21-01-2020,06:43:58,0.269
21-01-2020,06:44:28,0.262
21-01-2020,06:44:58,0.259
21-01-2020,06:45:28,0.261
21-01-2020,06:45:58,0.258
21-01-2020,06:46:28,0.253
21-01-2020,06:46:58,0.246
21-01-2020,06:47:28,0.250
21-01-2020,06:47:58,0.235
21-01-2020,06:48:28,0.230
21-01-2020,06:48:58,0.233
21-01-2020,06:49:28,0.233
21-01-2020,06:49:58,0.221
21-01-2020,06:50:28,0.214
21-01-2020,06:50:58,0.232
21-01-2020,06:51:28,0.222
21-01-2020,06:51:58,0.227
21-01-2020,06:52:28,0.228
21-01-2020,06:52:58,0.230
21-01-2020,06:53:28,0.232
21-01-2020,06:53:58,0.228
21-01-2020,06:54:28,0.226
21-01-2020,06:54:58,0.221
21-01-2020,06:55:28,0.226
21-01-2020,06:55:58,0.231
21-01-2020,06:56:28,0.235
21-01-2020,06:56:58,0.228
21-01-2020,06:57:28,0.231
21-01-2020,06:57:58,0.233
21-01-2020,06:58:28,0.236
21-01-2020,06:58:58,0.233
21-01-2020,06:59:28,0.217
21-01-2020,06:59:58,0.211
21-01-2020,07:00:28,0.202
21-01-2020,07:00:58,0.201
21-01-2020,07:01:28,0.199
21-01-2020,07:01:58,0.196
21-01-2020,07:02:28,0.192
21-01-2020,07:02:58,0.190
21-01-2020,07:03:28,0.189
21-01-2020,07:03:58,0.190
21-01-2020,07:04:28,0.192
21-01-2020,07:04:58,0.189
21-01-2020,07:05:28,0.190
21-01-2020,07:05:58,0.196
21-01-2020,07:06:28,0.195
21-01-2020,07:06:58,0.194
21-01-2020,07:07:28,0.193
21-01-2020,07:07:58,0.191
21-01-2020,07:08:28,0.191
21-01-2020,07:08:58,0.191
21-01-2020,07:09:28,0.190
21-01-2020,07:09:58,0.189
21-01-2020,07:10:28,0.189
21-01-2020,07:10:58,0.188
21-01-2020,07:11:28,0.190
21-01-2020,07:11:58,0.191
21-01-2020,07:12:28,0.192
21-01-2020,07:12:58,0.193
21-01-2020,07:13:28,0.192
21-01-2020,07:13:58,0.190
21-01-2020,07:14:28,0.189
21-01-2020,07:14:58,0.191
21-01-2020,07:15:28,0.196
21-01-2020,07:15:58,0.194
21-01-2020,07:16:28,0.191
21-01-2020,07:16:58,0.192
21-01-2020,07:17:28,0.190
21-01-2020,07:17:58,0.191
21-01-2020,07:18:28,0.192
21-01-2020,07:18:58,0.191
21-01-2020,07:19:28,0.191
21-01-2020,07:19:58,0.193
21-01-2020,07:20:28,0.194
21-01-2020,07:20:58,0.194
21-01-2020,07:21:28,0.192
21-01-2020,07:21:58,0.193
21-01-2020,07:22:28,0.191
21-01-2020,07:22:58,0.191
21-01-2020,07:23:28,0.190
21-01-2020,07:23:58,0.192
21-01-2020,07:24:28,0.194
21-01-2020,07:24:58,0.193
21-01-2020,07:25:28,0.194
21-01-2020,07:25:58,0.200
21-01-2020,07:26:28,0.203
21-01-2020,07:26:58,0.206
21-01-2020,07:27:28,0.206
21-01-2020,07:27:58,0.207
21-01-2020,07:28:28,0.208
21-01-2020,07:28:58,0.214
21-01-2020,07:29:28,0.214
21-01-2020,07:29:58,0.209
21-01-2020,07:30:28,0.216
21-01-2020,07:30:58,0.215
21-01-2020,07:31:28,0.216
21-01-2020,07:31:58,0.215
21-01-2020,07:32:28,0.218
21-01-2020,07:32:58,0.215
21-01-2020,07:33:28,0.211
21-01-2020,07:33:58,0.213
21-01-2020,07:34:28,0.211
21-01-2020,07:34:58,0.205
21-01-2020,07:35:28,0.208
21-01-2020,07:35:58,0.205
21-01-2020,07:36:28,0.204
21-01-2020,07:36:58,0.202
21-01-2020,07:37:28,0.201
21-01-2020,07:37:58,0.200
21-01-2020,07:38:28,0.197
21-01-2020,07:38:58,0.197
21-01-2020,07:39:28,0.199
21-01-2020,07:39:58,0.200
21-01-2020,07:40:28,0.198
21-01-2020,07:40:58,0.197
21-01-2020,07:41:28,0.198
21-01-2020,07:41:58,0.198
21-01-2020,07:42:28,0.198
21-01-2020,07:42:58,0.197
21-01-2020,07:43:28,0.197
21-01-2020,07:43:58,0.199
21-01-2020,07:44:28,0.227
21-01-2020,07:44:58,0.223
21-01-2020,07:45:28,0.214
21-01-2020,07:45:58,0.210
21-01-2020,07:46:28,0.215
21-01-2020,07:46:58,0.214
21-01-2020,07:47:28,0.213
21-01-2020,07:47:58,0.214
21-01-2020,07:48:28,0.221
21-01-2020,07:48:58,0.221
21-01-2020,07:49:28,0.225
21-01-2020,07:49:58,0.220
21-01-2020,07:50:28,0.221
21-01-2020,07:50:58,0.214
21-01-2020,07:51:28,0.215
21-01-2020,07:51:58,0.212
21-01-2020,07:52:28,0.211
21-01-2020,07:52:58,0.209
21-01-2020,07:53:28,0.206
21-01-2020,07:53:58,0.210
21-01-2020,07:54:28,0.208
21-01-2020,07:54:58,0.213
21-01-2020,07:55:28,0.223
21-01-2020,07:55:58,0.208
21-01-2020,07:56:28,0.201
21-01-2020,07:56:58,0.201
21-01-2020,07:57:28,0.201
21-01-2020,07:57:58,0.201
21-01-2020,07:58:28,0.201
21-01-2020,07:58:58,0.199
21-01-2020,07:59:28,0.199
21-01-2020,07:59:58,0.197
21-01-2020,08:00:28,0.197
21-01-2020,08:00:58,0.199
21-01-2020,08:01:28,0.198
21-01-2020,08:01:58,0.198
21-01-2020,08:02:28,0.198
21-01-2020,08:02:58,0.206
21-01-2020,08:03:28,0.205
21-01-2020,08:03:58,0.203
21-01-2020,08:04:28,0.202
21-01-2020,08:04:58,0.197
21-01-2020,08:05:28,0.198
21-01-2020,08:05:58,0.200
21-01-2020,08:06:28,0.201
21-01-2020,08:06:58,0.201
21-01-2020,08:07:28,0.198
21-01-2020,08:07:58,0.200
21-01-2020,08:08:28,0.201
21-01-2020,08:08:58,0.198
21-01-2020,08:09:28,0.197
21-01-2020,08:09:58,0.196
21-01-2020,08:10:28,0.196
21-01-2020,08:10:58,0.195
21-01-2020,08:11:28,0.195
21-01-2020,08:11:58,0.195
21-01-2020,08:12:28,0.195
21-01-2020,08:12:58,0.197
21-01-2020,08:13:28,0.198
21-01-2020,08:13:58,0.195
21-01-2020,08:14:28,0.195
21-01-2020,08:14:58,0.200
21-01-2020,08:15:28,0.203
21-01-2020,08:15:58,0.206
21-01-2020,08:16:28,0.202
21-01-2020,08:16:58,0.200
21-01-2020,08:17:28,0.201
21-01-2020,08:17:58,0.199
21-01-2020,08:18:28,0.200
21-01-2020,08:18:58,0.201
21-01-2020,08:19:28,0.202
21-01-2020,08:19:58,0.201
21-01-2020,08:20:28,0.201
21-01-2020,08:20:58,0.202
21-01-2020,08:21:28,0.201
21-01-2020,08:21:58,0.201
21-01-2020,08:22:28,0.199
21-01-2020,08:22:58,0.198
21-01-2020,08:23:28,0.197
21-01-2020,08:23:58,0.192
21-01-2020,08:24:28,0.195
21-01-2020,08:24:58,0.194
21-01-2020,08:25:28,0.195
21-01-2020,08:25:58,0.203
21-01-2020,08:26:28,0.204
21-01-2020,08:26:58,0.200
21-01-2020,08:27:28,0.198
21-01-2020,08:27:58,0.201
21-01-2020,08:28:28,0.198
21-01-2020,08:28:58,0.200
21-01-2020,08:29:28,0.202
21-01-2020,08:29:58,0.202
21-01-2020,08:30:28,0.203
21-01-2020,08:30:58,0.202
21-01-2020,08:31:28,0.200
21-01-2020,08:31:58,0.198
21-01-2020,08:32:28,0.198
21-01-2020,08:32:58,0.197
21-01-2020,08:33:28,0.196
21-01-2020,08:33:58,0.193
21-01-2020,08:34:28,0.189
21-01-2020,08:34:58,0.189
21-01-2020,08:35:28,0.187
21-01-2020,08:35:58,0.189
21-01-2020,08:36:28,0.192
21-01-2020,08:36:58,0.191
21-01-2020,08:37:28,0.187
