TrakPro Version 4.70 ASCII Data File

Model:,DustTrak II
Model Number:,8530
Serial Number:,8530172811
Test ID:,001
Test Abbreviation:,MANUAL_001
Start Date:,20-01-2020
Start Time:,13:01:58
Duration (dd:hh:mm:ss):,2:01:00:00
Log Interval (mm:ss):,00:30
Number of points:,5880
Notes:,

Statistics,Channel:,AEROSOL
,Units:,mg/m^3
,Average:,0.092
,Minimum:,0.039
,Time of Minimum:,14:45:28
,Date of Minimum:,20-01-2020
,Maximum:,2.210
,Time of Maximum:,07:57:28
,Date of Maximum:,22-01-2020

Calibration,Sensor:,AEROSOL
,Cal. date,14-07-2017

Date,Time,AEROSOL
20-01-2020,19:13:58,0.119
20-01-2020,19:14:28,0.108
20-01-2020,19:14:58,0.124
20-01-2020,19:15:28,0.121
20-01-2020,19:15:58,0.127
20-01-2020,19:16:28,0.130
20-01-2020,19:16:58,0.129
20-01-2020,19:17:28,0.129
20-01-2020,19:17:58,0.137
20-01-2020,19:18:28,0.145
20-01-2020,19:18:58,0.139
20-01-2020,19:19:28,0.139
20-01-2020,19:19:58,0.126
20-01-2020,19:20:28,0.134
20-01-2020,19:20:58,0.138
20-01-2020,19:21:28,0.143
20-01-2020,19:21:58,0.155
20-01-2020,19:22:28,0.146
20-01-2020,19:22:58,0.143
20-01-2020,19:23:28,0.147
20-01-2020,19:23:58,0.150
20-01-2020,19:24:28,0.150
20-01-2020,19:24:58,0.154
20-01-2020,19:25:28,0.157
20-01-2020,19:25:58,0.161
20-01-2020,19:26:28,0.154
20-01-2020,19:26:58,0.156
20-01-2020,19:27:28,0.154
20-01-2020,19:27:58,0.151
20-01-2020,19:28:28,0.154
20-01-2020,19:28:58,0.148
20-01-2020,19:29:28,0.149
20-01-2020,19:29:58,0.143
20-01-2020,19:30:28,0.144
20-01-2020,19:30:58,0.147
20-01-2020,19:31:28,0.144
20-01-2020,19:31:58,0.145
20-01-2020,19:32:28,0.142
20-01-2020,19:32:58,0.141
20-01-2020,19:33:28,0.139
20-01-2020,19:33:58,0.140
20-01-2020,19:34:28,0.136
20-01-2020,19:34:58,0.140
20-01-2020,19:35:28,0.142
20-01-2020,19:35:58,0.142
20-01-2020,19:36:28,0.143
20-01-2020,19:36:58,0.134
20-01-2020,19:37:28,0.136
20-01-2020,19:37:58,0.136
20-01-2020,19:38:28,0.136
20-01-2020,19:38:58,0.136
20-01-2020,19:39:28,0.132
20-01-2020,19:39:58,0.132
20-01-2020,19:40:28,0.131
20-01-2020,19:40:58,0.129
20-01-2020,19:41:28,0.128
20-01-2020,19:41:58,0.129
20-01-2020,19:42:28,0.126
20-01-2020,19:42:58,0.126
20-01-2020,19:43:28,0.126
20-01-2020,19:43:58,0.121
20-01-2020,19:44:28,0.121
20-01-2020,19:44:58,0.120
20-01-2020,19:45:28,0.120
20-01-2020,19:45:58,0.121
20-01-2020,19:46:28,0.118
20-01-2020,19:46:58,0.116
20-01-2020,19:47:28,0.114
20-01-2020,19:47:58,0.113
20-01-2020,19:48:28,0.113
20-01-2020,19:48:58,0.110
20-01-2020,19:49:28,0.107
20-01-2020,19:49:58,0.107
20-01-2020,19:50:28,0.107
20-01-2020,19:50:58,0.110
20-01-2020,19:51:28,0.107
20-01-2020,19:51:58,0.106
20-01-2020,19:52:28,0.107
20-01-2020,19:52:58,0.105
20-01-2020,19:53:28,0.100
20-01-2020,19:53:58,0.096
20-01-2020,19:54:28,0.097
20-01-2020,19:54:58,0.096
20-01-2020,19:55:28,0.095
20-01-2020,19:55:58,0.093
20-01-2020,19:56:28,0.094
20-01-2020,19:56:58,0.092
20-01-2020,19:57:28,0.091
20-01-2020,19:57:58,0.092
20-01-2020,19:58:28,0.092
20-01-2020,19:58:58,0.091
20-01-2020,19:59:28,0.092
20-01-2020,19:59:58,0.093
20-01-2020,20:00:28,0.091
20-01-2020,20:00:58,0.092
20-01-2020,20:01:28,0.092
20-01-2020,20:01:58,0.092
20-01-2020,20:02:28,0.093
20-01-2020,20:02:58,0.094
20-01-2020,20:03:28,0.092
20-01-2020,20:03:58,0.091
20-01-2020,20:04:28,0.089
20-01-2020,20:04:58,0.089
20-01-2020,20:05:28,0.089
20-01-2020,20:05:58,0.088
20-01-2020,20:06:28,0.089
20-01-2020,20:06:58,0.088
20-01-2020,20:07:28,0.090
20-01-2020,20:07:58,0.090
20-01-2020,20:08:28,0.090
20-01-2020,20:08:58,0.092
20-01-2020,20:09:28,0.090
20-01-2020,20:09:58,0.091
20-01-2020,20:10:28,0.091
20-01-2020,20:10:58,0.091
20-01-2020,20:11:28,0.092
20-01-2020,20:11:58,0.097
20-01-2020,20:12:28,0.096
20-01-2020,20:12:58,0.098
20-01-2020,20:13:28,0.104
20-01-2020,20:13:58,0.104
20-01-2020,20:14:28,0.113
20-01-2020,20:14:58,0.117
20-01-2020,20:15:28,0.114
20-01-2020,20:15:58,0.104
20-01-2020,20:16:28,0.103
20-01-2020,20:16:58,0.107
20-01-2020,20:17:28,0.102
20-01-2020,20:17:58,0.110
20-01-2020,20:18:28,0.117
20-01-2020,20:18:58,0.110
20-01-2020,20:19:28,0.104
20-01-2020,20:19:58,0.105
20-01-2020,20:20:28,0.102
20-01-2020,20:20:58,0.097
20-01-2020,20:21:28,0.095
20-01-2020,20:21:58,0.095
20-01-2020,20:22:28,0.091
20-01-2020,20:22:58,0.090
20-01-2020,20:23:28,0.090
20-01-2020,20:23:58,0.091
20-01-2020,20:24:28,0.087
20-01-2020,20:24:58,0.087
20-01-2020,20:25:28,0.086
20-01-2020,20:25:58,0.084
20-01-2020,20:26:28,0.084
20-01-2020,20:26:58,0.085
20-01-2020,20:27:28,0.088
20-01-2020,20:27:58,0.087
20-01-2020,20:28:28,0.082
20-01-2020,20:28:58,0.079
20-01-2020,20:29:28,0.080
20-01-2020,20:29:58,0.080
20-01-2020,20:30:28,0.082
20-01-2020,20:30:58,0.088
20-01-2020,20:31:28,0.089
20-01-2020,20:31:58,0.090
20-01-2020,20:32:28,0.089
20-01-2020,20:32:58,0.088
20-01-2020,20:33:28,0.087
20-01-2020,20:33:58,0.085
20-01-2020,20:34:28,0.083
20-01-2020,20:34:58,0.081
20-01-2020,20:35:28,0.085
20-01-2020,20:35:58,0.081
20-01-2020,20:36:28,0.074
20-01-2020,20:36:58,0.074
20-01-2020,20:37:28,0.077
20-01-2020,20:37:58,0.079
20-01-2020,20:38:28,0.078
20-01-2020,20:38:58,0.080
20-01-2020,20:39:28,0.080
20-01-2020,20:39:58,0.078
20-01-2020,20:40:28,0.081
20-01-2020,20:40:58,0.086
20-01-2020,20:41:28,0.084
20-01-2020,20:41:58,0.085
20-01-2020,20:42:28,0.085
20-01-2020,20:42:58,0.085
20-01-2020,20:43:28,0.083
20-01-2020,20:43:58,0.082
20-01-2020,20:44:28,0.083
20-01-2020,20:44:58,0.087
20-01-2020,20:45:28,0.086
20-01-2020,20:45:58,0.084
20-01-2020,20:46:28,0.083
20-01-2020,20:46:58,0.080
20-01-2020,20:47:28,0.079
20-01-2020,20:47:58,0.080
20-01-2020,20:48:28,0.083
20-01-2020,20:48:58,0.082
20-01-2020,20:49:28,0.080
20-01-2020,20:49:58,0.081
20-01-2020,20:50:28,0.081
20-01-2020,20:50:58,0.079
20-01-2020,20:51:28,0.081
20-01-2020,20:51:58,0.078
20-01-2020,20:52:28,0.077
20-01-2020,20:52:58,0.078
20-01-2020,20:53:28,0.080
20-01-2020,20:53:58,0.078
20-01-2020,20:54:28,0.076
20-01-2020,20:54:58,0.078
20-01-2020,20:55:28,0.082
20-01-2020,20:55:58,0.082
20-01-2020,20:56:28,0.082
20-01-2020,20:56:58,0.081
20-01-2020,20:57:28,0.081
20-01-2020,20:57:58,0.080
20-01-2020,20:58:28,0.079
20-01-2020,20:58:58,0.079
20-01-2020,20:59:28,0.079
20-01-2020,20:59:58,0.080
20-01-2020,21:00:28,0.079
20-01-2020,21:00:58,0.081
20-01-2020,21:01:28,0.078
20-01-2020,21:01:58,0.077
20-01-2020,21:02:28,0.078
20-01-2020,21:02:58,0.075
20-01-2020,21:03:28,0.075
20-01-2020,21:03:58,0.074
20-01-2020,21:04:28,0.074
20-01-2020,21:04:58,0.075
20-01-2020,21:05:28,0.074
20-01-2020,21:05:58,0.075
20-01-2020,21:06:28,0.076
20-01-2020,21:06:58,0.075
20-01-2020,21:07:28,0.075
20-01-2020,21:07:58,0.077
20-01-2020,21:08:28,0.078
20-01-2020,21:08:58,0.078
20-01-2020,21:09:28,0.077
20-01-2020,21:09:58,0.077
20-01-2020,21:10:28,0.078
20-01-2020,21:10:58,0.077
20-01-2020,21:11:28,0.080
20-01-2020,21:11:58,0.082
20-01-2020,21:12:28,0.080
20-01-2020,21:12:58,0.078
20-01-2020,21:13:28,0.078
20-01-2020,21:13:58,0.077
20-01-2020,21:14:28,0.080
20-01-2020,21:14:58,0.079
20-01-2020,21:15:28,0.081
20-01-2020,21:15:58,0.080
20-01-2020,21:16:28,0.083
20-01-2020,21:16:58,0.082
20-01-2020,21:17:28,0.081
20-01-2020,21:17:58,0.081
20-01-2020,21:18:28,0.083
20-01-2020,21:18:58,0.083
20-01-2020,21:19:28,0.087
20-01-2020,21:19:58,0.084
20-01-2020,21:20:28,0.083
20-01-2020,21:20:58,0.082
20-01-2020,21:21:28,0.082
20-01-2020,21:21:58,0.081
20-01-2020,21:22:28,0.081
20-01-2020,21:22:58,0.081
20-01-2020,21:23:28,0.080
20-01-2020,21:23:58,0.081
20-01-2020,21:24:28,0.080
20-01-2020,21:24:58,0.081
20-01-2020,21:25:28,0.082
20-01-2020,21:25:58,0.082
20-01-2020,21:26:28,0.082
20-01-2020,21:26:58,0.083
20-01-2020,21:27:28,0.082
20-01-2020,21:27:58,0.082
20-01-2020,21:28:28,0.082
20-01-2020,21:28:58,0.082
20-01-2020,21:29:28,0.083
20-01-2020,21:29:58,0.083
20-01-2020,21:30:28,0.082
20-01-2020,21:30:58,0.082
20-01-2020,21:31:28,0.082
20-01-2020,21:31:58,0.090
20-01-2020,21:32:28,0.085
20-01-2020,21:32:58,0.085
20-01-2020,21:33:28,0.086
20-01-2020,21:33:58,0.085
20-01-2020,21:34:28,0.085
20-01-2020,21:34:58,0.086
20-01-2020,21:35:28,0.088
20-01-2020,21:35:58,0.086
20-01-2020,21:36:28,0.086
20-01-2020,21:36:58,0.086
20-01-2020,21:37:28,0.086
20-01-2020,21:37:58,0.086
20-01-2020,21:38:28,0.085
20-01-2020,21:38:58,0.085
20-01-2020,21:39:28,0.085
20-01-2020,21:39:58,0.084
20-01-2020,21:40:28,0.084
20-01-2020,21:40:58,0.084
20-01-2020,21:41:28,0.084
20-01-2020,21:41:58,0.083
20-01-2020,21:42:28,0.083
20-01-2020,21:42:58,0.083
20-01-2020,21:43:28,0.083
20-01-2020,21:43:58,0.085
20-01-2020,21:44:28,0.084
20-01-2020,21:44:58,0.082
20-01-2020,21:45:28,0.081
20-01-2020,21:45:58,0.081
20-01-2020,21:46:28,0.088
20-01-2020,21:46:58,0.087
20-01-2020,21:47:28,0.084
20-01-2020,21:47:58,0.085
20-01-2020,21:48:28,0.088
20-01-2020,21:48:58,0.091
20-01-2020,21:49:28,0.088
20-01-2020,21:49:58,0.088
20-01-2020,21:50:28,0.089
20-01-2020,21:50:58,0.087
20-01-2020,21:51:28,0.090
20-01-2020,21:51:58,0.091
20-01-2020,21:52:28,0.090
20-01-2020,21:52:58,0.091
20-01-2020,21:53:28,0.090
20-01-2020,21:53:58,0.093
20-01-2020,21:54:28,0.091
20-01-2020,21:54:58,0.093
20-01-2020,21:55:28,0.094
20-01-2020,21:55:58,0.101
20-01-2020,21:56:28,0.096
20-01-2020,21:56:58,0.097
20-01-2020,21:57:28,0.102
20-01-2020,21:57:58,0.103
20-01-2020,21:58:28,0.095
20-01-2020,21:58:58,0.091
20-01-2020,21:59:28,0.092
20-01-2020,21:59:58,0.091
20-01-2020,22:00:28,0.089
20-01-2020,22:00:58,0.091
20-01-2020,22:01:28,0.091
20-01-2020,22:01:58,0.094
20-01-2020,22:02:28,0.092
20-01-2020,22:02:58,0.092
20-01-2020,22:03:28,0.091
20-01-2020,22:03:58,0.093
20-01-2020,22:04:28,0.100
20-01-2020,22:04:58,0.096
20-01-2020,22:05:28,0.091
20-01-2020,22:05:58,0.089
20-01-2020,22:06:28,0.091
20-01-2020,22:06:58,0.092
20-01-2020,22:07:28,0.093
20-01-2020,22:07:58,0.098
20-01-2020,22:08:28,0.097
20-01-2020,22:08:58,0.094
20-01-2020,22:09:28,0.094
20-01-2020,22:09:58,0.094
20-01-2020,22:10:28,0.092
20-01-2020,22:10:58,0.094
20-01-2020,22:11:28,0.096
20-01-2020,22:11:58,0.093
20-01-2020,22:12:28,0.089
20-01-2020,22:12:58,0.091
20-01-2020,22:13:28,0.092
20-01-2020,22:13:58,0.088
20-01-2020,22:14:28,0.087
20-01-2020,22:14:58,0.087
20-01-2020,22:15:28,0.087
20-01-2020,22:15:58,0.087
20-01-2020,22:16:28,0.088
20-01-2020,22:16:58,0.088
20-01-2020,22:17:28,0.092
20-01-2020,22:17:58,0.096
20-01-2020,22:18:28,0.093
20-01-2020,22:18:58,0.093
20-01-2020,22:19:28,0.097
20-01-2020,22:19:58,0.093
20-01-2020,22:20:28,0.094
20-01-2020,22:20:58,0.093
20-01-2020,22:21:28,0.092
20-01-2020,22:21:58,0.091
20-01-2020,22:22:28,0.090
20-01-2020,22:22:58,0.090
20-01-2020,22:23:28,0.096
20-01-2020,22:23:58,0.103
20-01-2020,22:24:28,0.102
20-01-2020,22:24:58,0.093
20-01-2020,22:25:28,0.090
20-01-2020,22:25:58,0.092
20-01-2020,22:26:28,0.091
20-01-2020,22:26:58,0.091
20-01-2020,22:27:28,0.091
20-01-2020,22:27:58,0.093
20-01-2020,22:28:28,0.092
20-01-2020,22:28:58,0.090
20-01-2020,22:29:28,0.091
20-01-2020,22:29:58,0.091
20-01-2020,22:30:28,0.090
20-01-2020,22:30:58,0.091
20-01-2020,22:31:28,0.092
20-01-2020,22:31:58,0.092
20-01-2020,22:32:28,0.092
20-01-2020,22:32:58,0.091
20-01-2020,22:33:28,0.091
20-01-2020,22:33:58,0.091
20-01-2020,22:34:28,0.093
20-01-2020,22:34:58,0.091
20-01-2020,22:35:28,0.090
20-01-2020,22:35:58,0.091
20-01-2020,22:36:28,0.091
20-01-2020,22:36:58,0.090
20-01-2020,22:37:28,0.091
20-01-2020,22:37:58,0.090
20-01-2020,22:38:28,0.091
20-01-2020,22:38:58,0.092
20-01-2020,22:39:28,0.093
20-01-2020,22:39:58,0.091
20-01-2020,22:40:28,0.090
20-01-2020,22:40:58,0.092
20-01-2020,22:41:28,0.091
20-01-2020,22:41:58,0.091
20-01-2020,22:42:28,0.091
20-01-2020,22:42:58,0.092
20-01-2020,22:43:28,0.092
20-01-2020,22:43:58,0.093
20-01-2020,22:44:28,0.092
20-01-2020,22:44:58,0.093
20-01-2020,22:45:28,0.092
20-01-2020,22:45:58,0.092
20-01-2020,22:46:28,0.093
20-01-2020,22:46:58,0.092
20-01-2020,22:47:28,0.091
20-01-2020,22:47:58,0.093
20-01-2020,22:48:28,0.094
20-01-2020,22:48:58,0.093
20-01-2020,22:49:28,0.094
20-01-2020,22:49:58,0.093
20-01-2020,22:50:28,0.094
20-01-2020,22:50:58,0.094
20-01-2020,22:51:28,0.095
20-01-2020,22:51:58,0.096
20-01-2020,22:52:28,0.094
20-01-2020,22:52:58,0.094
20-01-2020,22:53:28,0.096
20-01-2020,22:53:58,0.094
20-01-2020,22:54:28,0.095
20-01-2020,22:54:58,0.094
20-01-2020,22:55:28,0.095
20-01-2020,22:55:58,0.094
20-01-2020,22:56:28,0.094
20-01-2020,22:56:58,0.093
20-01-2020,22:57:28,0.095
20-01-2020,22:57:58,0.095
20-01-2020,22:58:28,0.095
20-01-2020,22:58:58,0.096
20-01-2020,22:59:28,0.097
20-01-2020,22:59:58,0.097
20-01-2020,23:00:28,0.098
20-01-2020,23:00:58,0.098
20-01-2020,23:01:28,0.097
20-01-2020,23:01:58,0.100
20-01-2020,23:02:28,0.099
20-01-2020,23:02:58,0.100
20-01-2020,23:03:28,0.099
20-01-2020,23:03:58,0.100
20-01-2020,23:04:28,0.100
20-01-2020,23:04:58,0.101
20-01-2020,23:05:28,0.106
20-01-2020,23:05:58,0.106
20-01-2020,23:06:28,0.110
20-01-2020,23:06:58,0.113
20-01-2020,23:07:28,0.106
20-01-2020,23:07:58,0.104
20-01-2020,23:08:28,0.106
20-01-2020,23:08:58,0.112
20-01-2020,23:09:28,0.117
20-01-2020,23:09:58,0.116
20-01-2020,23:10:28,0.113
20-01-2020,23:10:58,0.113
20-01-2020,23:11:28,0.110
20-01-2020,23:11:58,0.117
20-01-2020,23:12:28,0.116
20-01-2020,23:12:58,0.111
20-01-2020,23:13:28,0.108
20-01-2020,23:13:58,0.111
20-01-2020,23:14:28,0.111
20-01-2020,23:14:58,0.108
20-01-2020,23:15:28,0.110
20-01-2020,23:15:58,0.108
20-01-2020,23:16:28,0.109
20-01-2020,23:16:58,0.107
20-01-2020,23:17:28,0.107
20-01-2020,23:17:58,0.109
20-01-2020,23:18:28,0.113
20-01-2020,23:18:58,0.110
20-01-2020,23:19:28,0.110
20-01-2020,23:19:58,0.114
20-01-2020,23:20:28,0.116
20-01-2020,23:20:58,0.114
20-01-2020,23:21:28,0.111
20-01-2020,23:21:58,0.110
20-01-2020,23:22:28,0.113
20-01-2020,23:22:58,0.114
20-01-2020,23:23:28,0.112
20-01-2020,23:23:58,0.114
20-01-2020,23:24:28,0.112
20-01-2020,23:24:58,0.110
20-01-2020,23:25:28,0.109
20-01-2020,23:25:58,0.110
20-01-2020,23:26:28,0.109
20-01-2020,23:26:58,0.109
20-01-2020,23:27:28,0.110
20-01-2020,23:27:58,0.109
20-01-2020,23:28:28,0.109
20-01-2020,23:28:58,0.109
20-01-2020,23:29:28,0.109
20-01-2020,23:29:58,0.109
20-01-2020,23:30:28,0.108
20-01-2020,23:30:58,0.109
20-01-2020,23:31:28,0.110
20-01-2020,23:31:58,0.109
20-01-2020,23:32:28,0.109
20-01-2020,23:32:58,0.109
20-01-2020,23:33:28,0.109
20-01-2020,23:33:58,0.109
20-01-2020,23:34:28,0.108
20-01-2020,23:34:58,0.110
20-01-2020,23:35:28,0.110
20-01-2020,23:35:58,0.110
20-01-2020,23:36:28,0.112
20-01-2020,23:36:58,0.113
20-01-2020,23:37:28,0.113
20-01-2020,23:37:58,0.112
20-01-2020,23:38:28,0.114
20-01-2020,23:38:58,0.116
20-01-2020,23:39:28,0.112
20-01-2020,23:39:58,0.113
20-01-2020,23:40:28,0.117
20-01-2020,23:40:58,0.117
20-01-2020,23:41:28,0.117
20-01-2020,23:41:58,0.114
20-01-2020,23:42:28,0.114
20-01-2020,23:42:58,0.114
20-01-2020,23:43:28,0.115
20-01-2020,23:43:58,0.118
20-01-2020,23:44:28,0.116
20-01-2020,23:44:58,0.114
20-01-2020,23:45:28,0.113
20-01-2020,23:45:58,0.114
20-01-2020,23:46:28,0.115
20-01-2020,23:46:58,0.114
20-01-2020,23:47:28,0.113
20-01-2020,23:47:58,0.114
20-01-2020,23:48:28,0.113
20-01-2020,23:48:58,0.113
20-01-2020,23:49:28,0.114
20-01-2020,23:49:58,0.114
20-01-2020,23:50:28,0.114
20-01-2020,23:50:58,0.113
20-01-2020,23:51:28,0.112
20-01-2020,23:51:58,0.113
20-01-2020,23:52:28,0.111
20-01-2020,23:52:58,0.112
20-01-2020,23:53:28,0.112
20-01-2020,23:53:58,0.111
20-01-2020,23:54:28,0.110
20-01-2020,23:54:58,0.110
20-01-2020,23:55:28,0.110
20-01-2020,23:55:58,0.111
20-01-2020,23:56:28,0.111
20-01-2020,23:56:58,0.114
20-01-2020,23:57:28,0.114
20-01-2020,23:57:58,0.114
20-01-2020,23:58:28,0.118
20-01-2020,23:58:58,0.121
20-01-2020,23:59:28,0.118
20-01-2020,23:59:58,0.119
21-01-2020,00:00:28,0.114
21-01-2020,00:00:58,0.114
21-01-2020,00:01:28,0.116
21-01-2020,00:01:58,0.115
21-01-2020,00:02:28,0.114
21-01-2020,00:02:58,0.114
21-01-2020,00:03:28,0.119
21-01-2020,00:03:58,0.117
21-01-2020,00:04:28,0.116
21-01-2020,00:04:58,0.115
21-01-2020,00:05:28,0.115
21-01-2020,00:05:58,0.110
21-01-2020,00:06:28,0.111
21-01-2020,00:06:58,0.113
21-01-2020,00:07:28,0.114
21-01-2020,00:07:58,0.112
21-01-2020,00:08:28,0.112
21-01-2020,00:08:58,0.114
21-01-2020,00:09:28,0.112
21-01-2020,00:09:58,0.111
21-01-2020,00:10:28,0.110
21-01-2020,00:10:58,0.111
21-01-2020,00:11:28,0.109
21-01-2020,00:11:58,0.110
21-01-2020,00:12:28,0.109
21-01-2020,00:12:58,0.111
21-01-2020,00:13:28,0.116
21-01-2020,00:13:58,0.131
21-01-2020,00:14:28,0.126
21-01-2020,00:14:58,0.118
21-01-2020,00:15:28,0.113
21-01-2020,00:15:58,0.113
21-01-2020,00:16:28,0.113
21-01-2020,00:16:58,0.112
21-01-2020,00:17:28,0.109
21-01-2020,00:17:58,0.110
21-01-2020,00:18:28,0.112
21-01-2020,00:18:58,0.112
21-01-2020,00:19:28,0.111
21-01-2020,00:19:58,0.110
21-01-2020,00:20:28,0.108
21-01-2020,00:20:58,0.108
21-01-2020,00:21:28,0.109
21-01-2020,00:21:58,0.112
21-01-2020,00:22:28,0.112
21-01-2020,00:22:58,0.112
21-01-2020,00:23:28,0.111
21-01-2020,00:23:58,0.109
21-01-2020,00:24:28,0.109
21-01-2020,00:24:58,0.112
21-01-2020,00:25:28,0.113
21-01-2020,00:25:58,0.112
21-01-2020,00:26:28,0.105
21-01-2020,00:26:58,0.103
21-01-2020,00:27:28,0.107
21-01-2020,00:27:58,0.108
21-01-2020,00:28:28,0.110
21-01-2020,00:28:58,0.106
21-01-2020,00:29:28,0.107
21-01-2020,00:29:58,0.107
21-01-2020,00:30:28,0.107
21-01-2020,00:30:58,0.102
21-01-2020,00:31:28,0.102
21-01-2020,00:31:58,0.101
21-01-2020,00:32:28,0.100
21-01-2020,00:32:58,0.101
21-01-2020,00:33:28,0.101
21-01-2020,00:33:58,0.100
21-01-2020,00:34:28,0.100
21-01-2020,00:34:58,0.100
21-01-2020,00:35:28,0.099
21-01-2020,00:35:58,0.102
21-01-2020,00:36:28,0.102
21-01-2020,00:36:58,0.102
21-01-2020,00:37:28,0.101
21-01-2020,00:37:58,0.102
21-01-2020,00:38:28,0.101
21-01-2020,00:38:58,0.101
21-01-2020,00:39:28,0.100
21-01-2020,00:39:58,0.100
21-01-2020,00:40:28,0.100
21-01-2020,00:40:58,0.100
21-01-2020,00:41:28,0.099
21-01-2020,00:41:58,0.100
21-01-2020,00:42:28,0.099
21-01-2020,00:42:58,0.099
21-01-2020,00:43:28,0.098
21-01-2020,00:43:58,0.099
21-01-2020,00:44:28,0.098
21-01-2020,00:44:58,0.098
21-01-2020,00:45:28,0.097
21-01-2020,00:45:58,0.098
21-01-2020,00:46:28,0.097
21-01-2020,00:46:58,0.098
21-01-2020,00:47:28,0.098
21-01-2020,00:47:58,0.098
21-01-2020,00:48:28,0.098
21-01-2020,00:48:58,0.099
21-01-2020,00:49:28,0.099
21-01-2020,00:49:58,0.099
21-01-2020,00:50:28,0.100
21-01-2020,00:50:58,0.100
21-01-2020,00:51:28,0.102
21-01-2020,00:51:58,0.105
21-01-2020,00:52:28,0.105
21-01-2020,00:52:58,0.101
21-01-2020,00:53:28,0.100
21-01-2020,00:53:58,0.100
21-01-2020,00:54:28,0.100
21-01-2020,00:54:58,0.099
21-01-2020,00:55:28,0.099
21-01-2020,00:55:58,0.098
21-01-2020,00:56:28,0.099
21-01-2020,00:56:58,0.101
21-01-2020,00:57:28,0.101
21-01-2020,00:57:58,0.099
21-01-2020,00:58:28,0.098
21-01-2020,00:58:58,0.098
21-01-2020,00:59:28,0.098
21-01-2020,00:59:58,0.097
21-01-2020,01:00:28,0.097
21-01-2020,01:00:58,0.097
21-01-2020,01:01:28,0.094
21-01-2020,01:01:58,0.092
21-01-2020,01:02:28,0.093
21-01-2020,01:02:58,0.088
21-01-2020,01:03:28,0.088
21-01-2020,01:03:58,0.092
21-01-2020,01:04:28,0.092
21-01-2020,01:04:58,0.092
21-01-2020,01:05:28,0.091
21-01-2020,01:05:58,0.091
21-01-2020,01:06:28,0.091
21-01-2020,01:06:58,0.091
21-01-2020,01:07:28,0.093
21-01-2020,01:07:58,0.090
21-01-2020,01:08:28,0.090
21-01-2020,01:08:58,0.089
21-01-2020,01:09:28,0.091
21-01-2020,01:09:58,0.093
21-01-2020,01:10:28,0.092
21-01-2020,01:10:58,0.090
21-01-2020,01:11:28,0.089
21-01-2020,01:11:58,0.093
21-01-2020,01:12:28,0.093
21-01-2020,01:12:58,0.092
21-01-2020,01:13:28,0.091
21-01-2020,01:13:58,0.095
21-01-2020,01:14:28,0.096
21-01-2020,01:14:58,0.095
21-01-2020,01:15:28,0.092
21-01-2020,01:15:58,0.091
21-01-2020,01:16:28,0.091
21-01-2020,01:16:58,0.091
21-01-2020,01:17:28,0.091
21-01-2020,01:17:58,0.090
21-01-2020,01:18:28,0.091
21-01-2020,01:18:58,0.094
21-01-2020,01:19:28,0.093
21-01-2020,01:19:58,0.093
21-01-2020,01:20:28,0.093
21-01-2020,01:20:58,0.095
21-01-2020,01:21:28,0.091
21-01-2020,01:21:58,0.090
21-01-2020,01:22:28,0.093
21-01-2020,01:22:58,0.095
21-01-2020,01:23:28,0.092
21-01-2020,01:23:58,0.092
21-01-2020,01:24:28,0.091
21-01-2020,01:24:58,0.091
21-01-2020,01:25:28,0.090
21-01-2020,01:25:58,0.092
21-01-2020,01:26:28,0.092
21-01-2020,01:26:58,0.091
21-01-2020,01:27:28,0.090
21-01-2020,01:27:58,0.090
21-01-2020,01:28:28,0.089
21-01-2020,01:28:58,0.088
21-01-2020,01:29:28,0.088
21-01-2020,01:29:58,0.088
21-01-2020,01:30:28,0.090
21-01-2020,01:30:58,0.092
21-01-2020,01:31:28,0.093
21-01-2020,01:31:58,0.091
21-01-2020,01:32:28,0.092
21-01-2020,01:32:58,0.093
21-01-2020,01:33:28,0.095
21-01-2020,01:33:58,0.095
21-01-2020,01:34:28,0.094
21-01-2020,01:34:58,0.095
21-01-2020,01:35:28,0.094
21-01-2020,01:35:58,0.095
21-01-2020,01:36:28,0.096
21-01-2020,01:36:58,0.097
21-01-2020,01:37:28,0.096
21-01-2020,01:37:58,0.097
21-01-2020,01:38:28,0.096
21-01-2020,01:38:58,0.096
21-01-2020,01:39:28,0.097
21-01-2020,01:39:58,0.097
21-01-2020,01:40:28,0.099
21-01-2020,01:40:58,0.100
21-01-2020,01:41:28,0.099
21-01-2020,01:41:58,0.100
21-01-2020,01:42:28,0.098
21-01-2020,01:42:58,0.098
21-01-2020,01:43:28,0.098
21-01-2020,01:43:58,0.099
21-01-2020,01:44:28,0.098
21-01-2020,01:44:58,0.098
21-01-2020,01:45:28,0.099
21-01-2020,01:45:58,0.098
21-01-2020,01:46:28,0.098
21-01-2020,01:46:58,0.098
21-01-2020,01:47:28,0.099
21-01-2020,01:47:58,0.099
21-01-2020,01:48:28,0.099
21-01-2020,01:48:58,0.100
21-01-2020,01:49:28,0.100
21-01-2020,01:49:58,0.100
21-01-2020,01:50:28,0.100
21-01-2020,01:50:58,0.100
21-01-2020,01:51:28,0.099
21-01-2020,01:51:58,0.099
21-01-2020,01:52:28,0.099
21-01-2020,01:52:58,0.099
21-01-2020,01:53:28,0.099
21-01-2020,01:53:58,0.100
21-01-2020,01:54:28,0.100
21-01-2020,01:54:58,0.101
21-01-2020,01:55:28,0.103
